TIMESTAMP,AUS_WOM_Eru_Js_1,AUS_WOM_Eru_Js_2,AUS_WOM_Eob_Js_3,AUS_WOM_Eru_Js_4,AUS_WOM_Eob_Js_5,AUS_WOM_Eob_Js_6,AUS_WOM_Eob_Js_7,AUS_WOM_Eru_Js_8,AUS_WOM_Eob_Js_9,AUS_WOM_Eru_Js_10,AUS_WOM_Eob_Js_11,interpolated
2013-01-01 17:00:00+00:00,2.109346392,2.725707621,3.375712716,2.997108129,3.098391566,1.63231302,2.560068315,2.116504684,2.758528495,4.841228879,3.752814704,False
2013-01-01 17:30:00+00:00,2.081408784,2.392340196,2.956981142,2.647066971,4.629064065,1.613488531,1.903252402,2.252420148,2.657517821,3.520301786,4.022413272,False
2013-01-01 18:00:00+00:00,2.027552069,2.665932556,3.300631274,3.691521703,4.432058114,1.637987857,2.081776125,3.142117211,2.610068915,3.404316245,4.14486072,False
2013-01-01 18:30:00+00:00,0.985863873,2.865130909,3.550837604,2.628327929,4.478274465,1.679753269,2.226389174,2.30871442,2.913945511,3.38569345,3.61621177,False
2013-01-01 19:00:00+00:00,1.980898125,2.753626974,3.410781274,2.788609811,3.200201799,0.825074295,2.200452242,2.246195206,2.715781444,3.523760151,4.316220859,False
2013-01-01 19:30:00+00:00,1.766513856,2.710820188,3.357013114,2.656393471,2.986395091,0.867797378,2.341222418,1.236023051,2.807274689,2.247956336,3.963636119,False
2013-01-01 20:00:00+00:00,2.229182161,3.04357662,3.77497724,2.954028198,3.220273673,1.689274909,2.365779198,2.153019479,2.859542989,4.615575833,3.669230533,False
2013-01-01 20:30:00+00:00,3.939261695,3.51245263,4.363916576,6.434665133,4.195341848,1.837110368,2.492064498,3.838074418,2.718797925,6.093370653,4.708268528,False
2013-01-01 21:00:00+00:00,6.443209342,4.761248073,5.932486395,9.805622393,6.844983942,2.847541084,3.133869734,5.272043228,3.892434679,10.14264438,10.82556283,False
2013-01-01 21:30:00+00:00,7.456525583,7.251202582,9.060034239,13.04498314,9.42861092,4.317169186,4.354607696,5.784901305,4.08315762,13.02819616,14.69122523,False
2013-01-01 22:00:00+00:00,9.490742709,8.324413025,10.40805766,15.69514554,11.59930454,6.993415376,6.954381385,6.248111074,6.816181759,17.04542849,19.66525018,False
2013-01-01 22:30:00+00:00,12.0450327,14.01455354,17.55525117,21.00999214,18.07943235,11.0529311,8.986983032,7.315053422,9.782384392,23.15562437,24.21069552,False
2013-01-01 23:00:00+00:00,14.55107281,13.57379367,17.00162757,25.8458778,20.36235506,13.27774824,12.28840921,7.997592403,11.60707895,29.80120206,30.85415392,False
2013-01-01 23:30:00+00:00,17.70899536,10.23360495,12.80612923,31.8742148,23.66802368,21.38945959,13.29696919,10.93107802,16.72038937,36.08575672,35.71718391,False
2013-01-02 00:00:00+00:00,19.14243782,12.94965376,16.21766649,38.46430594,27.52191631,27.74261867,15.41914515,16.44431188,20.46880428,41.49046669,41.08595034,False
2013-01-02 00:30:00+00:00,23.02360157,13.53932859,16.95833714,42.24457244,29.22250853,27.99524025,17.38521631,7.460733125,23.78727984,48.27073967,44.30739151,False
2013-01-02 01:00:00+00:00,24.09217424,13.57868587,17.0077725,47.43366636,32.73503398,27.87609777,17.09844698,12.80784652,22.41808269,54.66859028,51.03107079,False
2013-01-02 01:30:00+00:00,26.31840343,8.602747422,10.75766411,54.56338768,35.29516944,7.794705706,20.25996968,5.311299372,8.638159857,62.21456204,54.64819661,False
2013-01-02 02:00:00+00:00,27.75218279,5.988009331,7.473379818,58.29693958,36.62930943,6.471849716,19.68572886,10.16013562,7.444948782,68.68418531,59.05586036,False
2013-01-02 02:30:00+00:00,28.74898534,12.2621655,15.35413568,63.07679498,37.68619333,24.64210134,22.10985281,7.384142213,20.10252192,71.68933031,57.11458466,False
2013-01-02 03:00:00+00:00,29.78942217,11.13664546,13.94040793,63.8673833,37.61463193,16.277942,22.98439922,6.54385672,15.01956913,76.59492628,58.5112458,False
2013-01-02 03:30:00+00:00,30.28282802,12.3525539,15.4676695,66.72350542,37.64997622,23.75103447,20.20739636,15.40075455,19.34070361,75.48328614,56.10335934,False
2013-01-02 04:00:00+00:00,30.00338465,12.02829259,15.06037581,69.38329237,38.04960015,16.56523522,21.39517733,7.393352989,15.771743,77.21807774,55.19456182,False
2013-01-02 04:30:00+00:00,29.44071061,15.67064685,19.6354141,68.93379322,36.55967458,26.63139124,20.59632053,16.65650689,21.98689821,76.11256225,50.73871568,False
2013-01-02 05:00:00+00:00,29.35303548,14.60522889,18.29717854,67.57584282,37.010522,23.72868372,22.35132754,14.98531633,19.86128607,80.66801343,57.12640247,False
2013-01-02 05:30:00+00:00,28.79184165,10.96466682,13.72439137,70.7268584,36.84045054,19.7090852,19.14424148,9.709055195,17.66466745,80.65704266,51.30628639,False
2013-01-02 06:00:00+00:00,27.49744412,11.33352131,14.18769705,72.21221574,37.54820028,19.28098287,20.98588021,11.59126434,17.23727492,82.79042223,50.01094916,False
2013-01-02 06:30:00+00:00,25.80396065,8.341910652,10.43003584,70.71975121,32.80796267,13.86746933,19.86378795,11.13204049,14.07147632,80.65704266,49.35969096,False
2013-01-02 07:00:00+00:00,24.80928822,10.11748761,12.66027814,65.22759268,30.23606339,15.20997848,18.38556157,10.98106298,15.7393671,73.6615974,42.82923916,False
2013-01-02 07:30:00+00:00,21.53647791,13.6648578,17.11601014,63.86039943,26.40609356,14.49069708,18.52798348,9.861554602,14.40498003,68.05522461,42.43552336,False
2013-01-02 08:00:00+00:00,19.28856458,10.63340784,13.30830814,56.44846934,23.98004258,10.14626837,14.66244976,9.016040333,11.81004157,61.89763265,36.66680507,False
2013-01-02 08:30:00+00:00,16.08184627,9.604166322,12.0155126,49.3909784,19.04323954,8.413980783,13.84131906,7.855371726,9.841386183,52.44498174,32.19407767,False
2013-01-02 09:00:00+00:00,12.27658111,8.092561076,10.11683625,37.64308115,14.88763958,6.289006539,10.52250807,6.318741906,7.557969869,43.04732462,23.18701859,False
2013-01-02 09:30:00+00:00,9.185531533,5.722999449,7.140509847,24.55538798,10.99149818,3.838172451,9.758612152,5.292617654,5.773812513,29.76263978,14.79692269,False
2013-01-02 10:00:00+00:00,7.2514207,4.844090557,6.036542044,15.29368079,7.843883665,3.826453999,8.129264711,4.505056528,4.901178207,17.53546368,10.09390827,False
2013-01-02 10:30:00+00:00,6.55067324,4.458625789,5.552372755,12.14000715,4.967468644,2.048481538,7.685015757,4.441631634,4.564826517,13.16294515,8.749299791,False
2013-01-02 11:00:00+00:00,5.883503553,4.157967369,5.174725859,10.47845477,4.616906289,1.895033409,6.160281292,4.461028836,4.339814877,10.79785,7.898784035,False
2013-01-02 11:30:00+00:00,5.73196789,3.812635764,4.740966482,9.481426506,4.738336738,1.903281746,5.896499141,4.437732828,4.101498973,9.579143223,7.672809831,False
2013-01-02 12:00:00+00:00,4.675175465,3.857065155,4.79677274,9.32702707,4.559491626,1.812653986,5.612182961,4.742012896,4.15668357,9.024518235,7.304021508,False
2013-01-02 12:30:00+00:00,4.740606366,3.741838271,4.652040139,8.927772416,4.720358878,1.796195746,5.423438602,4.446418262,3.927366263,8.864709118,7.528463232,False
2013-01-02 13:00:00+00:00,4.572415405,3.887416453,4.834895982,8.617827579,5.789620092,1.793339741,5.528779419,4.338594806,4.154991227,8.323472682,7.16548636,False
2013-01-02 13:30:00+00:00,4.537627739,3.761859746,4.677188439,8.146575313,4.556679269,1.78926903,5.509368618,3.298955279,4.055724065,8.139966694,6.375853968,False
2013-01-02 14:00:00+00:00,4.246467752,3.078804717,3.819226064,7.874629066,4.353316247,4.342450434,5.418881084,4.574085187,3.777469227,7.636362087,6.777267306,False
2013-01-02 14:30:00+00:00,4.183708141,2.153349008,2.656792375,7.623896665,4.134652845,4.297971793,4.343278948,3.610450083,3.738658772,7.518330864,6.779252923,False
2013-01-02 15:00:00+00:00,4.455399482,2.208774031,2.726409877,7.956185392,5.800462471,4.247047754,5.476767658,4.932524424,3.651217561,7.696823616,6.307917131,False
2013-01-02 15:30:00+00:00,4.697304726,2.184764415,2.696252208,8.711768684,4.730015524,4.451746665,4.93799053,4.39984635,3.691612959,8.480635591,7.462301013,False
2013-01-02 16:00:00+00:00,4.715179647,2.277782126,2.813088616,9.482076891,5.355505865,4.529212443,4.53065596,4.406487536,3.654546204,9.12029662,7.539107537,False
2013-01-02 16:30:00+00:00,4.962665328,2.20273192,2.718820585,9.621271836,5.375671134,4.453621237,4.566151403,3.425093791,3.704176665,9.483606867,6.856343306,False
2013-01-02 17:00:00+00:00,4.761317607,2.174477596,2.683331281,9.0139858,6.518788915,4.475463612,6.07766463,4.811250749,3.739069692,9.220467053,7.280268091,False
2013-01-02 17:30:00+00:00,5.052444897,2.182213166,2.69304767,9.77404983,5.393028813,4.559820682,5.918452,4.74762933,3.743036822,9.941504012,7.622914181,False
2013-01-02 18:00:00+00:00,5.07595148,2.180045283,2.690324665,10.11116503,5.470954781,4.551179202,6.018221744,4.676031141,3.74615381,10.00802177,7.572645387,False
2013-01-02 18:30:00+00:00,4.803986801,2.164830005,2.671213268,9.305739856,5.050689963,4.473886707,4.655839789,4.812488756,3.715309213,9.349392116,6.965509343,False
2013-01-02 19:00:00+00:00,4.935511085,3.088631845,3.831569589,9.987659721,5.316538223,4.512063579,4.837512816,4.431480607,3.698586776,9.862987361,7.104260234,False
2013-01-02 19:30:00+00:00,5.846835453,2.196537786,2.711040342,13.89678066,7.535196639,5.05291887,5.981425068,4.980150103,3.829313707,13.93522328,9.058949646,False
2013-01-02 20:00:00+00:00,9.989870942,3.334860551,4.140849158,26.24348992,13.90228491,8.090367483,7.59880352,5.7185101,4.185497999,29.04556718,18.16640122,False
2013-01-02 20:30:00+00:00,12.86697793,3.55413599,4.416273637,39.59082457,21.44595912,9.313623186,10.03152604,5.953832127,4.288563305,40.43712437,27.32540042,False
2013-01-02 21:00:00+00:00,16.94731969,3.979830845,4.950974582,55.23269517,28.19532865,10.75136486,12.63829219,6.506824343,4.655496516,55.06861239,34.39070589,False
2013-01-02 21:30:00+00:00,20.1726321,4.162018682,5.179814576,63.8673833,37.45330189,13.44054921,15.31608119,7.383915695,4.564436436,63.72628002,41.8133624,False
2013-01-02 22:00:00+00:00,22.20676323,6.984186115,8.724643865,71.6786933,40.43140754,19.0066779,18.69565281,8.835660526,7.119606181,71.49119463,43.26717104,False
2013-01-02 22:30:00+00:00,26.05687288,9.638387191,12.05849628,76.18918622,43.55790924,27.62746268,22.85508328,11.8943853,10.95225734,79.61911971,50.47995999,False
2013-01-02 23:00:00+00:00,23.72720314,12.62001861,15.8036229,80.07900919,44.15868655,31.78982601,20.58716429,15.37240273,14.18011245,82.95766849,48.06570435,False
2013-01-02 23:30:00+00:00,29.12057474,15.8392246,19.84715893,78.46694867,42.43599228,37.24979534,20.68633523,17.93898579,19.34275618,86.80586306,54.15869107,False
2013-01-03 00:00:00+00:00,30.57861417,14.60719881,18.2996529,80.07900919,45.00296515,36.61060256,22.44335278,21.01804067,19.4847055,86.80586306,52.88014522,False
2013-01-03 00:30:00+00:00,29.25915839,17.03927919,21.354507,77.82112342,42.77372232,40.65415689,22.81039136,21.42861642,23.4882309,90.50720413,49.6997488,False
2013-01-03 01:00:00+00:00,29.29321761,15.29756074,19.16679323,73.74331536,42.2788594,39.19266532,22.66294741,21.28285721,24.35654853,88.08428349,53.1868596,False
2013-01-03 01:30:00+00:00,27.66045995,16.98838072,21.29057515,70.72454454,42.34589176,35.99318119,24.04948804,20.0709943,22.36943526,85.4233239,51.70672557,False
2013-01-03 02:00:00+00:00,27.3328801,15.5927518,19.53757275,68.06707145,42.21080995,35.5783577,21.30704765,19.47191044,22.36032689,84.48150739,43.52818694,False
2013-01-03 02:30:00+00:00,26.27507525,15.50629232,19.42897392,63.87621512,41.14403153,36.2232386,22.90108838,20.01738513,22.50104274,78.75976463,43.75395455,False
2013-01-03 03:00:00+00:00,25.7269536,16.89226592,21.16984859,66.72350542,41.01738789,32.73710312,22.76242161,12.23059648,22.88426709,76.10901245,42.82923916,False
2013-01-03 03:30:00+00:00,27.03731806,16.3097312,20.43814638,66.22228379,39.24808531,32.64398824,24.4685415,20.67590958,22.72633182,75.79826843,42.42361356,False
2013-01-03 04:00:00+00:00,24.39419406,17.77551521,22.27926822,64.37743675,40.31403518,30.21999253,23.83520229,18.47399293,19.73910261,69.69299266,40.74083277,False
2013-01-03 04:30:00+00:00,23.54483644,16.75926412,21.00278952,60.95624976,36.40397488,30.42701999,23.56969873,20.4663097,19.92253509,64.01885774,36.66050762,False
2013-01-03 05:00:00+00:00,23.00193017,15.9744169,20.0169694,60.47760259,35.3360737,27.93849839,22.91698254,19.90206798,18.74572225,62.94783054,38.4288385,False
2013-01-03 05:30:00+00:00,23.14555968,12.74566686,15.96144542,60.95119429,36.35671201,25.91924166,22.94486624,18.31456891,16.06346929,59.5941519,36.7033241,False
2013-01-03 06:00:00+00:00,21.86657509,13.27409466,16.62518575,60.49077419,33.09230144,24.58262297,19.84901485,14.3313874,15.86035903,57.00891426,39.32394438,False
2013-01-03 06:30:00+00:00,21.98415181,13.99912419,17.53587089,57.82422779,30.62118322,25.7394906,21.36045892,13.29798822,16.44133209,51.0353273,37.45208131,False
2013-01-03 07:00:00+00:00,21.43014158,13.26889856,16.61865911,56.98517583,27.91048707,23.74633109,19.29860865,12.45626712,15.02370409,52.39571232,39.03711398,False
2013-01-03 07:30:00+00:00,19.85922938,10.25705152,12.83557966,54.54955159,26.30634921,20.46770792,19.16184848,11.02699825,12.51020058,48.67544149,36.59140991,False
2013-01-03 08:00:00+00:00,19.76563832,8.178300775,10.224531,56.74935104,23.0777757,17.63595302,15.81175447,9.455203294,9.486997749,48.14020589,36.12180948,False
2013-01-03 08:30:00+00:00,17.19501904,5.872943793,7.328849878,50.41734407,20.74526649,14.60365783,13.75126137,8.393650017,7.610679543,42.83316829,29.79053188,False
2013-01-03 09:00:00+00:00,15.16948802,4.542755861,5.6580457,44.05705871,17.4917844,11.23169933,10.73916255,6.585513605,5.621818052,38.43688497,26.91739069,False
2013-01-03 09:30:00+00:00,13.57964002,4.105439263,5.108747077,34.98573548,12.41997665,8.37495087,10.81564754,5.89473145,4.52974369,31.93078034,23.03936224,False
2013-01-03 10:00:00+00:00,12.13851104,2.522905097,3.120979308,24.8650728,11.18777169,7.106796681,9.527437438,5.47716353,4.59436655,24.03898471,20.99675361,False
2013-01-03 10:30:00+00:00,10.93235309,2.686450983,3.326403778,21.87913812,10.00726968,6.573579968,8.840715683,5.548737659,4.505644787,20.3319198,15.97247762,False
2013-01-03 11:00:00+00:00,10.35206544,3.576264639,4.444068688,19.37711982,8.167802824,6.301397951,8.538251542,5.215026422,4.231806582,18.62466121,15.50809011,False
2013-01-03 11:30:00+00:00,9.97769482,2.582296064,3.195578299,19.09933267,8.075993238,6.00728143,8.348984003,5.426093301,4.138965124,17.64994869,15.55852344,False
2013-01-03 12:00:00+00:00,9.622131759,2.424121581,2.996900668,18.01221803,7.502322207,5.956485907,9.136239715,5.437756395,4.246822961,16.62176435,14.60899391,False
2013-01-03 12:30:00+00:00,9.331509487,3.50360665,4.352805438,17.00650365,7.343746609,6.040809388,8.78587474,5.297986562,4.293068847,16.25683605,14.01022904,False
2013-01-03 13:00:00+00:00,8.965933788,3.574036348,4.441269806,16.29984819,7.078213291,6.142172534,8.280676013,5.398114075,4.193766359,15.86608109,14.02502195,False
2013-01-03 13:30:00+00:00,8.98860312,2.380528172,2.942144458,16.29984819,7.186555475,6.098036197,8.128566933,5.416822765,4.341272001,15.39392014,13.87667611,False
2013-01-03 14:00:00+00:00,8.679712766,2.281876248,2.818231105,15.0350925,8.031992768,2.824770386,8.684479076,4.717841609,3.918211742,14.55745672,13.11300229,False
2013-01-03 14:30:00+00:00,8.381315325,2.280970956,2.817093998,15.34434919,7.000323828,2.786473919,7.688571901,4.706523652,3.929323669,14.27173847,13.02349475,False
2013-01-03 15:00:00+00:00,8.160773445,2.263844668,2.795582245,14.7643141,6.861093547,2.714402315,7.483650999,4.694361373,3.911425268,13.75818417,12.51349021,False
2013-01-03 15:30:00+00:00,7.861382994,2.268602949,2.801558961,14.09546495,7.697879923,2.773944047,7.422021472,4.647178651,3.885195905,13.05132351,11.95799076,False
2013-01-03 16:00:00+00:00,7.753378079,2.260821448,2.791784881,13.69789149,6.332739438,2.813288798,6.635479758,4.668137906,3.88962006,12.88076516,11.92201053,False
2013-01-03 16:30:00+00:00,7.644530545,2.257514129,2.787630668,13.90016843,6.569942786,2.879345608,6.687564563,4.640783027,3.885255825,12.47054002,11.56012977,False
2013-01-03 17:00:00+00:00,7.568031596,2.247697581,2.775300434,13.39770674,6.275558617,1.911875379,6.998327606,4.596593795,3.868313753,12.11490661,11.0306757,False
2013-01-03 17:30:00+00:00,7.339213135,2.244359815,2.771107978,14.08512732,6.509377979,1.943378713,6.672843892,5.259183845,3.849403489,12.12057068,11.27063528,False
2013-01-03 18:00:00+00:00,7.541985691,2.246790872,2.774161547,14.1574357,6.791064827,2.819623131,6.927150219,4.924067157,3.890860593,12.38075864,11.51947146,False
2013-01-03 18:30:00+00:00,7.685161832,2.250849561,2.779259529,14.1302739,6.858426264,2.712131269,6.723600234,5.074176284,3.865191629,12.7837409,11.92537114,False
2013-01-03 19:00:00+00:00,7.603592658,3.180711441,3.947227662,14.0091868,6.726302463,2.741417161,6.939564875,5.146718144,3.867749743,12.30746593,11.48559315,False
2013-01-03 19:30:00+00:00,7.724901624,3.200991449,3.972700696,14.93433984,7.408807002,3.566838062,7.195711699,4.59498911,3.902922021,13.23945928,12.74002172,False
2013-01-03 20:00:00+00:00,11.16059837,3.362353074,4.175381588,28.92563884,11.34433783,3.840952144,8.159969573,5.354454687,3.99377673,25.24942788,17.11815027,False
2013-01-03 20:30:00+00:00,15.31785188,3.50137334,4.350000253,46.64057363,20.53853405,3.956239508,10.45449225,4.9886471,4.166620242,39.31582788,28.72853376,False
2013-01-03 21:00:00+00:00,20.23492735,2.647104481,3.276981965,60.49077419,28.37012344,4.337950788,12.91644379,5.44616337,4.211265474,52.60585493,41.83015443,False
2013-01-03 21:30:00+00:00,22.91167209,3.920707584,4.876711848,69.46683405,35.40035293,5.290819805,15.81712238,6.925285545,4.889543188,61.63043067,48.58889426,False
2013-01-03 22:00:00+00:00,26.66375375,4.94093885,6.158189917,73.74331536,37.202586,9.225545189,18.31499418,6.265235649,6.997610493,70.41271697,51.94929234,False
