DateTime (Hour),"Air temperature, Ta [°C]","Rainfall, P [mm]",Relative Humidity [%],"Wind Speed, Ws [m/s]",Solar radiation [W/m2],VPD [Kpa]
'11-Aug-2017 21:00:00',12.64,0.0,65.87,4.486,0.00,1.13
'11-Aug-2017 22:00:00',12.46,0.0,67.69,4.269,0.00,1.13
'11-Aug-2017 23:00:00',12.76,0.0,63.51,4.101,0.00,1.12
'12-Aug-2017 00:00:00',12.84,0.0,61.72,4.919,0.00,1.11
'12-Aug-2017 01:00:00',12.87,0.0,59.40,5.208,0.00,1.09
'12-Aug-2017 02:00:00',12.77,0.0,61.35,5.603,0.00,1.11
'12-Aug-2017 03:00:00',11.83,0.0,71.53,4.052,0.00,1.14
'12-Aug-2017 04:00:00',10.06,2.6,88.75,1.980,0.00,1.13
'12-Aug-2017 05:00:00',10.18,0.2,89.25,2.140,0.00,1.14
'12-Aug-2017 06:00:00',10.94,0.0,83.50,2.265,0.00,1.15
'12-Aug-2017 07:00:00',10.82,0.0,84.23,2.781,0.00,1.15
'12-Aug-2017 08:00:00',10.13,0.0,87.58,3.215,4.99,1.12
'12-Aug-2017 09:00:00',10.30,0.0,86.05,3.597,68.29,1.12
'12-Aug-2017 10:00:00',11.68,0.0,79.55,3.662,132.76,1.18
'12-Aug-2017 11:00:00',13.75,0.0,69.38,2.288,223.73,1.29
'12-Aug-2017 12:00:00',15.52,0.0,55.43,2.224,431.73,1.35
'12-Aug-2017 13:00:00',15.65,0.0,51.26,1.867,346.90,1.31
'12-Aug-2017 14:00:00',15.62,0.0,54.51,1.112,308.91,1.35
'12-Aug-2017 15:00:00',15.84,0.2,54.11,1.071,264.61,1.36
'12-Aug-2017 16:00:00',15.24,0.0,57.61,0.625,165.11,1.33
'12-Aug-2017 17:00:00',14.85,0.0,60.38,0.361,91.59,1.31
'12-Aug-2017 18:00:00',13.81,0.0,64.06,0.039,18.75,1.23
'12-Aug-2017 19:00:00',13.49,0.0,69.81,0.721,0.38,1.26
'12-Aug-2017 20:00:00',11.97,0.0,86.18,0.575,0.00,1.28
'12-Aug-2017 21:00:00',12.04,0.0,87.20,1.118,0.00,1.29
'12-Aug-2017 22:00:00',12.47,0.0,83.25,1.136,0.00,1.28
'12-Aug-2017 23:00:00',12.20,0.0,84.33,0.629,0.00,1.27
'13-Aug-2017 00:00:00',11.61,0.2,86.90,0.414,0.00,1.25
'13-Aug-2017 01:00:00',11.03,0.4,92.43,0.296,0.00,1.25
'13-Aug-2017 02:00:00',11.00,0.2,94.05,0.379,0.00,1.26
'13-Aug-2017 03:00:00',10.92,0.0,93.88,0.856,0.00,1.25
'13-Aug-2017 04:00:00',10.88,0.0,93.53,0.434,0.00,1.24
'13-Aug-2017 05:00:00',11.15,0.0,91.75,1.926,0.00,1.25
'13-Aug-2017 06:00:00',10.22,0.0,90.73,1.770,0.00,1.16
'13-Aug-2017 07:00:00',9.96,0.0,88.25,2.081,0.01,1.11
'13-Aug-2017 08:00:00',9.64,0.0,88.35,2.104,13.23,1.09
'13-Aug-2017 09:00:00',10.31,0.0,86.10,2.087,53.04,1.12
'13-Aug-2017 10:00:00',11.61,0.0,80.47,1.864,72.08,1.19
'13-Aug-2017 11:00:00',13.75,0.0,70.51,2.831,193.15,1.30
'13-Aug-2017 12:00:00',15.15,0.0,63.66,3.179,300.33,1.39
'13-Aug-2017 13:00:00',16.88,0.0,49.93,3.685,417.08,1.45
'13-Aug-2017 14:00:00',17.52,0.0,45.22,3.780,413.61,1.47
'13-Aug-2017 15:00:00',17.50,0.2,45.41,3.761,323.53,1.47
'13-Aug-2017 16:00:00',17.40,0.0,44.44,2.750,148.53,1.45
'13-Aug-2017 17:00:00',17.19,0.0,45.99,3.967,82.63,1.43
'13-Aug-2017 18:00:00',16.37,0.0,49.62,3.768,17.25,1.37
'13-Aug-2017 19:00:00',15.34,0.0,55.26,3.365,0.27,1.31
'13-Aug-2017 20:00:00',14.53,0.0,58.65,3.156,0.00,1.25
'13-Aug-2017 21:00:00',14.32,0.0,57.59,3.377,0.00,1.22
'13-Aug-2017 22:00:00',14.71,0.0,54.14,4.165,0.00,1.22
'13-Aug-2017 23:00:00',14.86,0.0,51.81,3.929,0.00,1.22
'14-Aug-2017 00:00:00',15.25,0.0,48.65,4.257,0.00,1.23
'14-Aug-2017 01:00:00',15.74,0.0,45.37,5.010,0.00,1.25
'14-Aug-2017 02:00:00',16.14,0.0,41.68,5.028,0.00,1.26
'14-Aug-2017 03:00:00',16.02,0.0,40.97,5.074,0.00,1.24
'14-Aug-2017 04:00:00',15.75,0.0,40.91,5.472,0.00,1.20
'14-Aug-2017 05:00:00',15.36,0.0,41.21,5.426,0.00,1.16
'14-Aug-2017 06:00:00',15.25,0.0,40.87,5.461,0.00,1.15
'14-Aug-2017 07:00:00',14.75,0.0,42.15,4.413,0.00,1.10
'14-Aug-2017 08:00:00',14.28,0.0,44.29,1.816,8.77,1.08
'14-Aug-2017 09:00:00',14.78,0.0,43.83,3.379,61.68,1.13
'14-Aug-2017 10:00:00',15.00,0.0,44.82,3.516,84.54,1.17
'14-Aug-2017 11:00:00',16.59,0.0,41.97,3.796,265.19,1.33
'14-Aug-2017 12:00:00',17.68,0.0,40.70,4.110,412.85,1.44
'14-Aug-2017 13:00:00',18.87,0.0,40.12,3.358,463.50,1.60
'14-Aug-2017 14:00:00',19.82,0.0,38.65,2.971,462.63,1.72
'14-Aug-2017 15:00:00',20.17,0.0,38.28,3.146,416.26,1.76
'14-Aug-2017 16:00:00',20.39,0.0,38.59,1.691,325.28,1.80
'14-Aug-2017 17:00:00',18.37,0.0,48.05,0.741,123.11,1.61
'14-Aug-2017 18:00:00',16.14,0.0,57.49,0.199,13.73,1.43
'14-Aug-2017 19:00:00',14.75,0.0,64.31,0.132,0.28,1.34
'14-Aug-2017 20:00:00',14.23,0.0,69.44,0.264,0.00,1.33
'14-Aug-2017 21:00:00',12.59,0.0,79.16,0.046,0.00,1.26
'14-Aug-2017 22:00:00',10.71,0.0,86.60,0.000,0.00,1.16
'14-Aug-2017 23:00:00',9.71,0.0,90.58,0.000,0.00,1.12
'15-Aug-2017 00:00:00',8.92,0.0,91.80,0.000,0.00,1.06
'15-Aug-2017 01:00:00',8.19,0.0,91.78,0.000,0.00,1.01
'15-Aug-2017 02:00:00',7.50,0.0,92.45,0.000,0.00,0.97
'15-Aug-2017 03:00:00',6.84,0.0,93.50,0.239,0.00,0.93
'15-Aug-2017 04:00:00',6.76,0.0,93.50,0.009,0.00,0.92
'15-Aug-2017 05:00:00',7.76,0.0,92.15,0.440,0.00,1.00
'15-Aug-2017 06:00:00',14.58,0.0,64.21,3.565,0.00,1.32
'15-Aug-2017 07:00:00',15.48,0.0,58.55,3.100,0.00,1.35
'15-Aug-2017 08:00:00',14.99,0.0,61.18,4.871,3.56,1.34
'15-Aug-2017 09:00:00',13.38,1.6,77.12,3.901,11.32,1.33
'15-Aug-2017 10:00:00',13.83,0.0,76.54,2.975,41.88,1.36
'15-Aug-2017 11:00:00',14.90,0.0,71.69,3.914,61.74,1.43
'15-Aug-2017 12:00:00',16.17,0.0,63.36,5.285,119.63,1.48
'15-Aug-2017 13:00:00',16.07,0.0,66.96,4.454,66.35,1.50
'15-Aug-2017 14:00:00',15.94,0.0,67.39,4.870,66.60,1.50
'15-Aug-2017 15:00:00',15.55,0.0,70.60,3.721,35.96,1.48
'15-Aug-2017 16:00:00',16.00,0.0,72.40,4.239,24.82,1.55
'15-Aug-2017 17:00:00',16.41,0.0,73.37,5.312,20.74,1.61
'15-Aug-2017 18:00:00',16.72,0.0,73.13,4.932,4.40,1.64
'15-Aug-2017 19:00:00',16.77,0.0,72.52,4.021,0.03,1.64
'15-Aug-2017 20:00:00',16.15,0.6,75.92,2.631,0.00,1.62
'15-Aug-2017 21:00:00',14.67,0.2,85.20,2.713,0.00,1.54
'15-Aug-2017 22:00:00',14.99,0.0,81.83,4.927,0.00,1.54
'15-Aug-2017 23:00:00',14.25,0.0,86.90,4.691,0.00,1.50
'16-Aug-2017 00:00:00',14.56,0.0,82.83,3.158,0.00,1.49
'16-Aug-2017 01:00:00',14.06,0.0,81.59,2.511,0.00,1.43
'16-Aug-2017 02:00:00',13.79,0.0,75.04,2.637,0.00,1.34
'16-Aug-2017 03:00:00',13.77,0.0,72.88,2.222,0.00,1.31
'16-Aug-2017 04:00:00',13.08,0.6,75.47,1.559,0.00,1.28
'16-Aug-2017 05:00:00',11.91,0.0,73.55,2.168,0.00,1.15
'16-Aug-2017 06:00:00',12.94,0.0,63.58,3.147,0.00,1.14
'16-Aug-2017 07:00:00',13.16,0.0,59.44,3.608,0.00,1.12
'16-Aug-2017 08:00:00',12.71,0.2,58.51,3.264,4.69,1.06
'16-Aug-2017 09:00:00',12.44,0.0,61.23,2.749,41.02,1.07
'16-Aug-2017 10:00:00',13.24,0.0,57.89,2.448,99.34,1.12
'16-Aug-2017 11:00:00',14.04,0.0,53.65,2.814,229.08,1.16
'16-Aug-2017 12:00:00',15.02,0.0,50.02,3.273,312.43,1.22
'16-Aug-2017 13:00:00',15.18,0.0,50.10,2.706,255.90,1.25
'16-Aug-2017 14:00:00',14.72,0.0,51.72,1.954,103.81,1.21
'16-Aug-2017 15:00:00',13.76,0.0,63.35,1.678,185.43,1.24
'16-Aug-2017 16:00:00',13.99,0.2,56.17,1.860,190.61,1.18
'16-Aug-2017 17:00:00',14.49,0.0,56.99,1.749,146.91,1.23
'16-Aug-2017 18:00:00',14.76,0.0,51.06,2.165,32.26,1.21
'16-Aug-2017 19:00:00',13.85,0.0,53.95,1.437,0.35,1.14
'16-Aug-2017 20:00:00',13.69,0.0,54.31,2.434,0.00,1.12
'16-Aug-2017 21:00:00',13.21,0.0,59.06,2.265,0.00,1.12
'16-Aug-2017 22:00:00',13.10,0.0,59.77,2.191,0.00,1.11
'16-Aug-2017 23:00:00',12.82,0.0,62.05,3.248,0.00,1.11
'17-Aug-2017 00:00:00',12.47,0.0,64.66,4.174,0.00,1.10
'17-Aug-2017 01:00:00',12.48,0.0,67.30,3.128,0.00,1.13
'17-Aug-2017 02:00:00',11.76,0.6,75.61,2.446,0.00,1.15
'17-Aug-2017 03:00:00',11.82,0.0,75.52,3.001,0.00,1.15
'17-Aug-2017 04:00:00',11.94,0.0,72.57,2.348,0.00,1.13
'17-Aug-2017 05:00:00',11.78,0.0,70.15,1.474,0.00,1.09
'17-Aug-2017 06:00:00',11.46,0.0,68.76,1.776,0.00,1.05
'17-Aug-2017 07:00:00',11.40,0.0,70.10,2.227,0.01,1.06
'17-Aug-2017 08:00:00',11.49,0.0,69.75,2.273,2.92,1.06
'17-Aug-2017 09:00:00',11.24,0.2,74.53,2.737,13.08,1.09
'17-Aug-2017 10:00:00',9.68,0.6,75.61,3.586,56.91,0.97
'17-Aug-2017 11:00:00',9.89,0.0,76.06,2.803,85.39,0.99
'17-Aug-2017 12:00:00',11.69,0.2,69.03,3.246,310.90,1.09
'17-Aug-2017 13:00:00',14.35,0.0,55.60,2.577,410.30,1.22
'17-Aug-2017 14:00:00',14.96,0.0,49.63,2.298,301.34,1.22
'17-Aug-2017 15:00:00',14.75,0.0,50.18,2.232,210.19,1.20
'17-Aug-2017 16:00:00',14.27,0.0,50.16,2.456,168.11,1.14
'17-Aug-2017 17:00:00',13.19,0.2,57.38,1.545,46.22,1.14
'17-Aug-2017 18:00:00',9.39,0.6,80.27,1.271,9.68,0.99
'17-Aug-2017 19:00:00',9.71,0.0,79.18,1.237,0.32,1.01
'17-Aug-2017 20:00:00',9.59,0.6,77.81,1.481,0.00,1.00
'17-Aug-2017 21:00:00',8.46,0.0,78.67,2.001,0.00,0.90
'17-Aug-2017 22:00:00',8.68,0.0,75.47,2.165,0.00,0.89
'17-Aug-2017 23:00:00',9.06,0.0,69.43,1.917,0.00,0.86
'18-Aug-2017 00:00:00',8.87,0.0,70.20,1.678,0.00,0.85
'18-Aug-2017 01:00:00',9.13,0.0,67.08,2.375,0.00,0.84
'18-Aug-2017 02:00:00',9.05,0.0,67.11,2.161,0.00,0.83
'18-Aug-2017 03:00:00',8.97,0.0,67.08,2.285,0.00,0.83
'18-Aug-2017 04:00:00',9.04,0.0,65.47,2.353,0.00,0.81
'18-Aug-2017 05:00:00',9.04,0.0,65.81,2.105,0.00,0.82
'18-Aug-2017 06:00:00',9.02,0.0,66.83,1.809,0.00,0.83
'18-Aug-2017 07:00:00',8.48,0.0,73.17,2.126,0.03,0.86
'18-Aug-2017 08:00:00',8.23,0.0,74.74,2.331,6.32,0.85
'18-Aug-2017 09:00:00',8.94,0.0,72.70,2.299,55.34,0.88
'18-Aug-2017 10:00:00',9.58,0.0,68.08,2.569,92.64,0.89
'18-Aug-2017 11:00:00',10.44,0.0,65.88,2.596,293.53,0.94
'18-Aug-2017 12:00:00',11.05,0.0,64.76,2.463,365.50,0.99
'18-Aug-2017 13:00:00',10.76,0.0,64.67,2.306,222.15,0.97
'18-Aug-2017 14:00:00',9.84,1.0,71.68,1.410,167.68,0.96
'18-Aug-2017 15:00:00',9.89,3.6,77.13,1.421,216.46,1.04
'18-Aug-2017 16:00:00',8.71,0.4,81.12,1.188,154.35,0.96
'18-Aug-2017 17:00:00',9.79,0.2,73.84,0.945,55.04,0.97
'18-Aug-2017 18:00:00',8.80,1.0,80.20,0.924,28.85,0.95
'18-Aug-2017 19:00:00',7.74,0.6,86.38,0.449,0.27,0.93
'18-Aug-2017 20:00:00',7.66,0.2,84.15,0.401,0.00,0.90
'18-Aug-2017 21:00:00',7.65,0.6,82.70,0.668,0.00,0.89
'18-Aug-2017 22:00:00',7.61,0.0,85.63,0.177,0.00,0.91
'18-Aug-2017 23:00:00',7.63,0.0,85.83,0.102,0.00,0.91
'19-Aug-2017 00:00:00',7.23,0.0,86.68,0.097,0.00,0.89
'19-Aug-2017 01:00:00',6.20,0.0,89.38,0.000,0.00,0.85
'19-Aug-2017 02:00:00',5.06,0.0,89.85,0.000,0.00,0.78
'19-Aug-2017 03:00:00',5.05,0.6,88.33,0.413,0.00,0.78
'19-Aug-2017 04:00:00',5.26,0.2,88.55,0.085,0.00,0.78
'19-Aug-2017 05:00:00',4.48,0.0,91.68,0.025,0.00,0.76
'19-Aug-2017 06:00:00',4.17,1.8,92.93,0.111,0.00,0.76
'19-Aug-2017 07:00:00',3.93,0.2,93.98,0.067,0.05,0.75
'19-Aug-2017 08:00:00',4.68,0.0,94.35,0.005,8.16,0.80
'19-Aug-2017 09:00:00',5.60,0.4,94.50,0.010,50.98,0.86
'19-Aug-2017 10:00:00',6.96,0.2,91.63,0.415,95.24,0.93
'19-Aug-2017 11:00:00',8.90,0.2,79.79,0.831,246.03,0.97
'19-Aug-2017 12:00:00',7.92,1.0,84.85,0.783,159.23,0.95
'19-Aug-2017 13:00:00',9.07,0.8,75.25,1.388,232.84,0.95
'19-Aug-2017 14:00:00',10.19,0.0,72.79,0.737,413.66,1.02
'19-Aug-2017 15:00:00',10.80,0.0,63.02,2.032,210.95,0.96
'19-Aug-2017 16:00:00',10.50,0.0,64.00,1.524,157.39,0.94
'19-Aug-2017 17:00:00',10.15,0.0,64.96,1.080,63.89,0.91
'19-Aug-2017 18:00:00',10.34,0.0,60.81,1.621,62.18,0.89
'19-Aug-2017 19:00:00',7.97,0.0,69.67,0.153,0.55,0.79
'19-Aug-2017 20:00:00',5.86,0.0,79.36,0.000,0.00,0.73
'19-Aug-2017 21:00:00',5.01,0.0,84.43,0.000,0.00,0.72
'19-Aug-2017 22:00:00',4.73,0.0,87.78,0.018,0.00,0.74
'19-Aug-2017 23:00:00',4.81,0.0,89.23,0.000,0.00,0.76
'20-Aug-2017 00:00:00',4.32,0.0,90.13,0.052,0.00,0.74
'20-Aug-2017 01:00:00',4.00,0.2,90.45,0.153,0.00,0.72
'20-Aug-2017 02:00:00',4.83,0.0,87.35,0.147,0.00,0.74
'20-Aug-2017 03:00:00',5.22,0.0,85.45,0.859,0.00,0.75
'20-Aug-2017 04:00:00',4.77,0.0,86.65,1.126,0.00,0.73
'20-Aug-2017 05:00:00',4.84,0.0,88.33,1.598,0.00,0.75
'20-Aug-2017 06:00:00',4.61,0.0,88.58,1.607,0.00,0.74
'20-Aug-2017 07:00:00',4.64,0.0,88.83,1.065,0.04,0.74
'20-Aug-2017 08:00:00',4.44,0.0,89.60,1.165,7.49,0.74
'20-Aug-2017 09:00:00',5.23,0.0,86.58,1.739,52.14,0.76
'20-Aug-2017 10:00:00',7.48,0.0,76.26,1.438,53.36,0.82
'20-Aug-2017 11:00:00',9.36,0.0,66.79,1.047,289.23,0.87
'20-Aug-2017 12:00:00',11.00,0.0,58.00,1.013,436.38,0.92
'20-Aug-2017 13:00:00',11.34,0.0,53.30,0.570,350.05,0.91
'20-Aug-2017 14:00:00',12.12,0.0,48.88,0.788,411.03,0.93
'20-Aug-2017 15:00:00',12.95,0.2,47.65,0.946,444.88,1.01
'20-Aug-2017 16:00:00',11.96,0.0,52.36,1.054,255.01,0.95
'20-Aug-2017 17:00:00',11.60,0.0,53.89,0.344,130.15,0.93
'20-Aug-2017 18:00:00',10.45,0.0,60.64,0.027,32.17,0.89
'20-Aug-2017 19:00:00',8.05,0.0,69.64,0.000,0.36,0.78
'20-Aug-2017 20:00:00',7.19,0.0,73.21,0.000,0.00,0.76
'20-Aug-2017 21:00:00',6.19,0.0,77.07,0.000,0.00,0.73
'20-Aug-2017 22:00:00',5.54,0.0,82.03,0.000,0.00,0.73
'20-Aug-2017 23:00:00',5.75,0.0,81.62,0.000,0.00,0.74
'21-Aug-2017 00:00:00',6.19,0.0,79.28,0.035,0.00,0.75
'21-Aug-2017 01:00:00',5.71,0.0,83.20,0.000,0.00,0.76
'21-Aug-2017 02:00:00',5.79,0.0,84.08,0.000,0.00,0.77
'21-Aug-2017 03:00:00',6.14,0.0,84.30,0.000,0.00,0.80
'21-Aug-2017 04:00:00',6.34,0.0,83.13,0.000,0.00,0.80
'21-Aug-2017 05:00:00',7.07,0.0,75.32,0.000,0.00,0.78
'21-Aug-2017 06:00:00',6.45,0.0,78.51,0.077,0.00,0.76
'21-Aug-2017 07:00:00',6.09,0.0,83.53,0.151,0.02,0.78
'21-Aug-2017 08:00:00',7.37,0.0,72.50,0.762,4.99,0.78
'21-Aug-2017 09:00:00',8.28,0.0,66.32,1.608,21.63,0.77
'21-Aug-2017 10:00:00',7.84,0.0,74.58,2.604,56.04,0.82
'21-Aug-2017 11:00:00',8.03,0.0,74.90,3.034,90.10,0.84
'21-Aug-2017 12:00:00',8.69,0.0,73.35,2.774,144.99,0.87
'21-Aug-2017 13:00:00',9.52,0.0,68.88,1.987,128.16,0.90
'21-Aug-2017 14:00:00',9.21,0.0,74.44,1.852,125.95,0.93
'21-Aug-2017 15:00:00',9.79,0.2,74.72,2.308,199.33,0.98
'21-Aug-2017 16:00:00',10.73,0.0,65.64,2.855,211.64,0.96
'21-Aug-2017 17:00:00',10.64,0.0,66.01,2.422,100.49,0.95
'21-Aug-2017 18:00:00',10.51,0.0,66.27,1.056,33.37,0.95
'21-Aug-2017 19:00:00',8.92,0.0,76.29,0.000,0.44,0.92
'21-Aug-2017 20:00:00',8.74,0.0,78.57,0.002,0.00,0.93
'21-Aug-2017 21:00:00',8.84,0.0,79.33,0.009,0.00,0.94
'21-Aug-2017 22:00:00',8.43,0.0,80.88,0.000,0.00,0.92
'21-Aug-2017 23:00:00',7.62,0.0,83.95,0.000,0.00,0.89
'22-Aug-2017 00:00:00',7.97,0.0,81.74,0.004,0.00,0.90
'22-Aug-2017 01:00:00',9.30,0.0,69.64,0.201,0.00,0.89
'22-Aug-2017 02:00:00',7.69,0.0,78.27,0.000,0.00,0.85
'22-Aug-2017 03:00:00',7.99,0.0,75.36,0.117,0.00,0.84
'22-Aug-2017 04:00:00',7.92,0.0,74.64,0.622,0.00,0.82
'22-Aug-2017 05:00:00',7.20,0.0,75.41,0.203,0.00,0.79
'22-Aug-2017 06:00:00',5.84,0.0,81.74,0.392,0.00,0.77
'22-Aug-2017 07:00:00',7.84,0.0,72.57,1.258,0.08,0.79
'22-Aug-2017 08:00:00',8.40,0.0,69.93,1.991,8.11,0.81
'22-Aug-2017 09:00:00',9.60,0.0,66.06,2.006,66.66,0.87
'22-Aug-2017 10:00:00',11.48,0.0,60.38,2.965,58.63,0.98
'22-Aug-2017 11:00:00',13.21,0.0,55.42,2.690,301.21,1.10
'22-Aug-2017 12:00:00',15.21,0.0,52.07,1.171,447.63,1.28
'22-Aug-2017 13:00:00',15.83,0.0,50.64,1.051,499.88,1.33
'22-Aug-2017 14:00:00',15.58,0.0,52.23,1.321,459.90,1.33
'22-Aug-2017 15:00:00',15.26,0.0,55.22,1.359,280.73,1.31
'22-Aug-2017 16:00:00',15.47,0.0,56.87,0.722,271.19,1.35
'22-Aug-2017 17:00:00',15.30,0.0,57.74,0.925,171.16,1.33
'22-Aug-2017 18:00:00',14.17,0.0,62.63,0.253,38.13,1.25
'22-Aug-2017 19:00:00',12.21,0.0,70.42,0.000,0.63,1.14
'22-Aug-2017 20:00:00',12.01,0.0,72.71,0.008,0.00,1.14
'22-Aug-2017 21:00:00',12.89,0.0,71.42,0.455,0.00,1.21
'22-Aug-2017 22:00:00',12.71,0.0,70.95,0.682,0.00,1.19
'22-Aug-2017 23:00:00',11.16,0.0,76.74,0.281,0.00,1.11
'23-Aug-2017 00:00:00',9.99,0.0,79.63,0.862,0.00,1.05
'23-Aug-2017 01:00:00',10.61,0.0,72.21,1.877,0.00,1.01
'23-Aug-2017 02:00:00',10.28,0.0,70.28,2.442,0.00,0.96
'23-Aug-2017 03:00:00',10.28,0.0,69.01,2.803,0.00,0.95
'23-Aug-2017 04:00:00',10.16,0.0,69.38,2.986,0.00,0.94
'23-Aug-2017 05:00:00',10.29,0.0,69.93,2.590,0.00,0.96
'23-Aug-2017 06:00:00',10.59,0.0,69.70,3.003,0.00,0.98
'23-Aug-2017 07:00:00',10.87,0.0,70.62,3.525,0.08,1.02
'23-Aug-2017 08:00:00',10.58,0.0,73.56,3.333,10.92,1.02
'23-Aug-2017 09:00:00',11.57,0.0,70.74,3.421,83.85,1.08
'23-Aug-2017 10:00:00',13.17,0.0,64.42,3.389,126.10,1.17
'23-Aug-2017 11:00:00',14.51,0.0,58.62,2.889,188.99,1.25
'23-Aug-2017 12:00:00',15.48,0.0,54.97,2.589,221.49,1.33
'23-Aug-2017 13:00:00',15.87,0.0,53.97,0.975,150.64,1.37
'23-Aug-2017 14:00:00',16.94,0.0,48.17,1.685,294.81,1.44
'23-Aug-2017 15:00:00',17.02,0.0,48.28,1.625,217.83,1.44
'23-Aug-2017 16:00:00',14.98,0.0,61.03,1.218,53.75,1.36
'23-Aug-2017 17:00:00',9.69,2.6,86.48,2.317,10.14,1.09
'23-Aug-2017 18:00:00',9.33,2.6,92.10,0.592,5.18,1.10
'23-Aug-2017 19:00:00',9.21,2.4,92.23,0.488,0.12,1.09
'23-Aug-2017 20:00:00',8.99,0.0,91.28,0.797,0.00,1.06
'23-Aug-2017 21:00:00',8.91,0.0,88.93,1.045,0.00,1.04
'23-Aug-2017 22:00:00',9.03,0.2,87.80,0.687,0.00,1.03
'23-Aug-2017 23:00:00',9.07,0.0,89.53,0.079,0.00,1.05
'24-Aug-2017 00:00:00',8.38,0.0,91.45,0.012,0.00,1.02
'24-Aug-2017 01:00:00',8.07,0.0,91.88,0.169,0.00,1.00
'24-Aug-2017 02:00:00',8.41,0.0,91.90,0.120,0.00,1.03
'24-Aug-2017 03:00:00',8.27,0.0,91.68,0.025,0.00,1.01
'24-Aug-2017 04:00:00',8.38,0.0,90.73,0.124,0.00,1.01
'24-Aug-2017 05:00:00',7.44,0.0,90.55,0.224,0.00,0.94
'24-Aug-2017 06:00:00',6.89,0.0,90.05,0.181,0.00,0.90
'24-Aug-2017 07:00:00',6.90,0.0,88.63,1.035,0.13,0.89
'24-Aug-2017 08:00:00',6.67,0.2,86.50,1.403,8.62,0.85
'24-Aug-2017 09:00:00',7.71,0.0,81.73,1.258,94.94,0.88
'24-Aug-2017 10:00:00',9.18,0.0,80.68,0.621,100.11,0.98
'24-Aug-2017 11:00:00',10.24,0.0,78.13,0.742,265.35,1.06
'24-Aug-2017 12:00:00',11.29,0.0,74.30,0.797,297.06,1.12
'24-Aug-2017 13:00:00',11.88,0.0,72.17,0.798,333.71,1.14
'24-Aug-2017 14:00:00',12.35,0.0,69.45,1.022,339.45,1.16
'24-Aug-2017 15:00:00',12.82,0.0,66.62,1.033,352.33,1.18
'24-Aug-2017 16:00:00',13.14,0.0,62.46,1.331,329.31,1.17
'24-Aug-2017 17:00:00',12.44,0.0,64.87,1.587,156.66,1.12
'24-Aug-2017 18:00:00',11.66,0.0,69.44,1.108,52.35,1.08
'24-Aug-2017 19:00:00',10.43,0.0,76.37,0.481,0.81,1.05
'24-Aug-2017 20:00:00',8.39,0.0,86.23,0.000,0.00,0.97
'24-Aug-2017 21:00:00',8.12,0.0,89.15,0.011,0.00,0.98
'24-Aug-2017 22:00:00',7.77,0.0,89.23,0.000,0.00,0.95
'24-Aug-2017 23:00:00',7.20,0.0,91.73,0.000,0.00,0.94
'25-Aug-2017 00:00:00',8.03,0.0,91.58,0.000,0.00,1.00
'25-Aug-2017 01:00:00',8.08,0.0,90.73,0.000,0.00,0.99
'25-Aug-2017 02:00:00',7.62,0.0,89.13,0.101,0.00,0.95
'25-Aug-2017 03:00:00',6.76,0.0,89.88,0.270,0.00,0.89
'25-Aug-2017 04:00:00',6.50,0.0,89.28,1.205,0.00,0.87
'25-Aug-2017 05:00:00',6.98,0.0,85.90,1.569,0.00,0.87
'25-Aug-2017 06:00:00',7.05,0.0,83.18,1.445,0.00,0.84
'25-Aug-2017 07:00:00',6.92,0.0,81.03,1.621,0.15,0.81
'25-Aug-2017 08:00:00',6.91,0.0,79.80,1.743,14.77,0.80
'25-Aug-2017 09:00:00',8.04,0.0,75.30,1.885,81.91,0.85
'25-Aug-2017 10:00:00',9.86,0.0,66.51,1.484,58.95,0.90
'25-Aug-2017 11:00:00',12.03,0.0,55.18,0.762,310.53,0.99
'25-Aug-2017 12:00:00',13.30,0.0,47.14,1.342,470.63,1.03
'25-Aug-2017 13:00:00',13.87,0.0,47.71,0.963,350.81,1.10
'25-Aug-2017 14:00:00',14.52,0.2,47.34,0.827,404.95,1.16
'25-Aug-2017 15:00:00',14.79,0.0,46.76,1.091,444.91,1.18
'25-Aug-2017 16:00:00',14.05,0.0,49.36,0.832,270.38,1.12
'25-Aug-2017 17:00:00',13.47,0.0,51.74,0.417,93.84,1.09
'25-Aug-2017 18:00:00',13.12,0.0,53.29,0.373,25.09,1.06
'25-Aug-2017 19:00:00',12.87,0.0,55.42,0.270,0.54,1.05
'25-Aug-2017 20:00:00',12.91,0.0,53.95,0.448,0.00,1.04
'25-Aug-2017 21:00:00',12.85,0.0,51.38,0.564,0.00,1.01
'25-Aug-2017 22:00:00',12.10,0.0,55.40,0.007,0.00,0.99
'25-Aug-2017 23:00:00',12.08,0.0,57.80,0.024,0.00,1.01
'26-Aug-2017 00:00:00',11.93,0.0,59.57,1.235,0.00,1.00
'26-Aug-2017 01:00:00',11.49,0.0,62.61,1.483,0.00,0.99
'26-Aug-2017 02:00:00',11.11,0.0,64.18,1.655,0.00,0.97
'26-Aug-2017 03:00:00',10.92,0.0,65.60,0.834,0.00,0.97
'26-Aug-2017 04:00:00',11.08,0.0,68.62,0.452,0.00,1.02
'26-Aug-2017 05:00:00',10.88,0.0,75.73,0.248,0.00,1.07
'26-Aug-2017 06:00:00',10.60,0.0,76.77,0.543,0.00,1.06
'26-Aug-2017 07:00:00',9.91,0.0,72.17,1.653,0.13,0.95
