TIMESTAMP,Avg_R_W/m2,Temperature_C,Relative Humidity_%,VPD_kPa
2017-01-02 03:00:00,0.0,11.84798,93.72319,0.08710737459662127
2017-01-02 03:30:00,0.0,11.74043,93.70178,0.08678603246957851
2017-01-02 04:00:00,0.0,11.74893,92.9018,0.09786424920943844
2017-01-02 04:30:00,0.0,11.67311,93.72636,0.08606367612198151
2017-01-02 05:00:00,0.0,11.52255,94.94892,0.0686057557334833
2017-01-02 05:30:00,1.282391,11.48889,93.97337,0.08167392529571726
2017-01-02 06:00:00,25.68416,11.62056,94.16167,0.07981422915518907
2017-01-02 06:30:00,39.37389,11.85794,93.50693,0.09016780342248945
2017-01-02 07:00:00,80.90672,11.9662,93.98979,0.08406058873088704
2017-01-02 07:30:00,91.6293,12.00592,91.38378,0.12082498960811332
2017-01-02 08:00:00,119.3783,12.15224,88.42779,0.16384847914983008
2017-01-02 08:30:00,191.3533,12.55515,85.99167,0.2036640097008076
2017-01-02 09:00:00,312.4201,13.11761,83.68433,0.2461091712009609
2017-01-02 09:30:00,413.8947,13.6203,82.25081,0.2766536281174983
2017-01-02 10:00:00,463.305,14.71924,74.34345,0.4294166051670853
2017-01-02 10:30:00,456.389,15.24677,71.6344,0.4911583776267048
2017-01-02 11:00:00,549.6819,16.11119,67.01714,0.603606551152593
2017-01-02 11:30:00,666.892,16.56779,64.5349,0.6681860105489088
2017-01-02 12:00:00,,17.44702,58.07323,0.8351842110553944
2017-01-02 12:30:00,,18.15107,54.01695,0.9575101188025146
2017-01-02 13:00:00,1123.806,18.76885,51.20663,1.0561244689404585
2017-01-02 13:30:00,1034.52,19.08164,50.00124,1.1035532179898162
2017-01-02 14:00:00,1049.625,19.28805,49.09072,1.138192023737432
2017-01-02 14:30:00,1076.581,19.22633,49.24236,1.1304492548221978
2017-01-02 15:00:00,945.3236,19.47832,48.09523,1.1742641669102696
2017-01-02 15:30:00,875.8864,19.36834,47.07743,1.1891301400400671
2017-01-02 16:00:00,820.6765,19.6291,46.29864,1.2263420493747923
2017-01-02 16:30:00,727.1255,19.32087,45.48034,1.221402661290926
2017-01-02 17:00:00,623.8621,19.22778,47.55217,1.1681978231972894
2017-01-02 17:30:00,517.7991,18.45651,49.79281,1.0656929139031772
2017-01-02 18:00:00,405.1511,17.92431,51.91562,0.9870964576306462
2017-01-02 18:30:00,293.4274,17.33431,54.44347,0.9010506989368888
2017-01-02 19:00:00,177.3169,16.61076,56.53742,0.8211037079266532
2017-01-02 19:30:00,87.75878,15.7582,59.13005,0.731264040485469
2017-01-02 20:00:00,17.11093,14.3652,63.69831,0.5938469057057268
2017-01-02 20:30:00,0.0,13.62852,66.12645,0.528263792144333
2017-01-02 21:00:00,0.0,13.59658,66.20871,0.5258866974064815
2017-01-02 21:30:00,0.0,13.62343,67.84332,0.5013228406648762
2017-01-02 22:00:00,0.0,13.37565,70.69597,0.44953590113823755
2017-01-02 22:30:00,0.0,13.03414,74.2623,0.38612102847598684
2017-01-02 23:00:00,0.0,12.95004,71.55916,0.42433368008819783
2017-01-02 23:30:00,0.0,12.80392,72.20394,0.4107658986877326
2017-01-03 00:00:00,0.0,12.69126,71.99049,0.41087585963661993
2017-01-03 00:30:00,0.0,12.45178,70.61179,0.4243788071890219
2017-01-03 01:00:00,0.0,12.48158,71.55921,0.4115021799769098
2017-01-03 01:30:00,0.0,12.51644,71.15714,0.41827585871112727
2017-01-03 02:00:00,0.0,12.42449,71.16865,0.41559183976547565
2017-01-03 02:30:00,0.0,12.27802,71.88904,0.4013251458666192
2017-01-03 03:00:00,0.0,12.024,72.1609,0.39085232496725403
2017-01-03 03:30:00,0.0,11.92797,72.50514,0.3835830482735096
2017-01-03 04:00:00,0.0,11.85933,72.40211,0.38328085028682696
2017-01-03 04:30:00,0.0,11.96005,72.00282,0.3914181498656654
2017-01-03 05:00:00,0.0,12.06462,72.06492,0.39325102405010687
2017-01-03 05:30:00,1.745667,12.15375,72.56735,0.3884517172534089
2017-01-03 06:00:00,27.02649,12.11163,73.05117,0.38054383143555
2017-01-03 06:30:00,90.446,12.23791,72.07039,0.3976854293446903
2017-01-03 07:00:00,200.5457,12.76665,69.90117,0.44371127079529943
2017-01-03 07:30:00,355.0257,13.40043,67.25475,0.503137796551827
2017-01-03 08:00:00,474.0878,13.85485,65.10141,0.5523167543516302
2017-01-03 08:30:00,585.8005,14.57018,62.14883,0.6274530723058823
2017-01-03 09:00:00,691.6707,15.32522,59.19924,0.7100451394629109
2017-01-03 09:30:00,789.9365,16.09796,55.86966,0.8069307426429077
2017-01-03 10:00:00,879.6795,17.20953,52.7733,0.9267435857500437
2017-01-03 10:30:00,956.5011,18.01374,51.18355,1.0077766796394863
2017-01-03 11:00:00,1021.586,18.80159,48.79062,1.1106887072366987
2017-01-03 11:30:00,1070.54,19.79394,45.77516,1.2510259032616684
2017-01-03 12:00:00,1101.127,20.82966,42.37325,1.4173303231997147
2017-01-03 12:30:00,1119.756,21.24686,40.64689,1.4976750902100215
2017-01-03 13:00:00,1119.611,22.03551,39.28275,1.6077671676273508
2017-01-03 13:30:00,1105.44,22.85405,37.23924,1.7466113168250865
2017-01-03 14:00:00,1076.658,23.24874,36.13129,1.8203790867782637
2017-01-03 14:30:00,1030.958,23.51096,36.65979,1.8340980577988555
2017-01-03 15:00:00,972.0649,23.9778,35.34945,1.925356389181008
2017-01-03 15:30:00,899.4021,24.3732,35.0528,1.980592103220029
2017-01-03 16:00:00,814.395,24.12734,36.76041,1.9003142285760986
2017-01-03 16:30:00,721.5573,23.61007,38.49429,1.791642236327792
2017-01-03 17:00:00,620.4486,23.10528,40.41764,1.6835552099966165
2017-01-03 17:30:00,512.9805,22.73624,42.2697,1.595187811518611
2017-01-03 18:00:00,401.172,21.82072,45.6438,1.4205957022030955
2017-01-03 18:30:00,289.9359,20.93865,48.2779,1.2806587778057443
2017-01-03 19:00:00,182.2239,19.8577,52.39289,1.102697436704699
2017-01-03 19:30:00,85.52854,18.63994,56.91926,0.9249892638952854
2017-01-03 20:00:00,17.29152,17.20985,61.22361,0.7609360425474623
2017-01-03 20:30:00,0.0,16.02353,65.64427,0.6252227453615607
2017-01-03 21:00:00,0.0,15.1254,70.01116,0.5152302326994872
2017-01-03 21:30:00,0.0,14.28002,75.52659,0.39815134699111404
2017-01-03 22:00:00,0.0,13.62362,80.05355,0.3109691239298472
2017-01-03 22:30:00,0.0,13.12945,83.75066,0.2452983030780743
2017-01-03 23:00:00,0.0,12.83528,85.9798,0.2076143023061547
2017-01-03 23:30:00,0.0,12.54338,87.49138,0.18171963304633748
2017-01-04 00:00:00,0.0,12.22493,89.04237,0.15589081971215607
2017-01-04 00:30:00,0.0,11.95338,90.17689,0.1372728552552482
2017-01-04 01:00:00,0.0,11.64533,91.20093,0.12048684639590149
2017-01-04 01:30:00,0.0,11.58349,90.92941,0.12369798609709143
2017-01-04 02:00:00,0.0,11.47212,90.11716,0.13378535886332407
2017-01-04 02:30:00,0.0,11.20303,90.65293,0.12429627945607727
2017-01-04 03:00:00,0.0,11.30822,89.87936,0.13552514358468873
2017-01-04 03:30:00,0.0,11.29321,89.9583,0.13433433786193927
2017-01-04 04:00:00,0.0,11.12089,90.84121,0.12113049510869964
2017-01-04 04:30:00,0.0,11.09123,90.27435,0.12837452672030314
2017-01-04 05:00:00,0.0,10.93831,90.32835,0.12637131429217202
2017-01-04 05:30:00,0.4136875,10.89925,89.99759,0.13035410015904975
2017-01-04 06:00:00,44.56449,11.20224,88.23341,0.15646258274810484
2017-01-04 06:30:00,130.5694,11.84037,87.2882,0.17632133590888707
2017-01-04 07:00:00,236.0385,12.95054,83.90871,0.24008783336585057
2017-01-04 07:30:00,350.063,14.21267,80.17715,0.3210892840633445
2017-01-04 08:00:00,464.7515,15.40792,76.85021,0.4050139342009367
2017-01-04 08:30:00,573.1767,17.01565,70.31679,0.5753764148072169
2017-01-04 09:00:00,676.5811,18.56313,63.18494,0.7866680056317494
2017-01-04 09:30:00,771.1962,19.81516,56.73206,0.999552507189759
2017-01-04 10:00:00,856.0436,22.01143,45.89827,1.4304899699003666
2017-01-04 10:30:00,936.0121,23.9349,38.5764,1.8245478175349152
2017-01-04 11:00:00,1006.429,25.11926,34.22603,2.0971577917581965
2017-01-04 11:30:00,1054.186,26.44738,29.68748,2.4253450727747436
2017-01-04 12:00:00,1070.299,27.60717,26.0392,2.730849348864532
2017-01-04 12:30:00,1080.918,28.10999,24.89611,2.855566579264649
2017-01-04 13:00:00,1081.772,28.63627,23.52085,2.9981231802810613
2017-01-04 13:30:00,1069.149,29.54319,22.01354,3.2216807606994444
2017-01-04 14:00:00,1037.691,29.8534,21.99259,3.280558907198011
2017-01-04 14:30:00,1003.134,30.44157,21.08523,3.4325199687316315
2017-01-04 15:00:00,947.4017,30.79606,20.21571,3.5413310278018297
2017-01-04 15:30:00,874.9205,30.89715,19.99491,3.5716624953358327
2017-01-04 16:00:00,788.83,31.23203,19.91953,3.6438447118147477
2017-01-04 16:30:00,704.6848,31.24944,19.81155,3.6523719194219995
2017-01-04 17:00:00,518.8049,30.86302,19.74064,3.5760486087536156
2017-01-04 17:30:00,517.2479,31.11126,18.67379,3.675191001768079
2017-01-04 18:00:00,394.4309,30.63708,20.52467,3.495749359100519
2017-01-04 18:30:00,165.4209,28.50707,34.86915,2.534186973451934
2017-01-04 19:00:00,83.04674,26.39996,45.2984,1.8815986251185857
2017-01-04 19:30:00,101.9949,24.92689,50.39104,1.5637244795921572
2017-01-04 20:00:00,16.00216,22.94931,55.12893,1.255969651801766
2017-01-04 20:30:00,0.0,21.15273,59.19162,1.0238021832160487
2017-01-04 21:00:00,0.0,20.12042,61.35649,0.9097562567914438
2017-01-04 21:30:00,0.0,18.96943,64.32434,0.7819273607900751
2017-01-04 22:00:00,0.0,17.83414,68.16927,0.6497371506295101
2017-01-04 22:30:00,0.0,16.91219,74.74846,0.48627404019615605
2017-01-04 23:00:00,0.0,16.35279,79.33398,0.38407080341385197
2017-01-04 23:30:00,0.0,15.88405,82.992,0.30677419654753957
2017-01-05 00:00:00,0.0,15.41204,86.21658,0.2412096630893371
2017-01-05 00:30:00,0.0,15.16439,87.1315,0.2216451917414007
2017-01-05 01:00:00,0.0,14.97531,87.72848,0.20880743253897857
2017-01-05 01:30:00,0.0,14.71765,89.11798,0.18211492949612157
2017-01-05 02:00:00,0.0,14.71807,89.36168,0.17804133709219955
2017-01-05 02:30:00,0.0,14.73748,89.87679,0.16963279285242946
2017-01-05 03:00:00,0.0,14.60792,90.83195,0.1523482094191372
2017-01-05 03:30:00,0.0,14.50069,91.41534,0.14166916390610307
2017-01-05 04:00:00,0.0,14.36762,92.54627,0.12195210493214784
2017-01-05 04:30:00,0.0,14.29104,93.02678,0.11352640201676172
2017-01-05 05:00:00,0.0,14.22974,93.16639,0.11081282761447547
2017-01-05 05:30:00,0.5795118,14.29705,93.55039,0.10504270765634356
2017-01-05 06:00:00,20.42901,14.32258,93.80573,0.10105089600366919
2017-01-05 06:30:00,124.9986,15.00857,92.76243,0.12341564232421852
2017-01-05 07:00:00,204.3532,16.16746,86.99828,0.23879511435217254
2017-01-05 07:30:00,289.6247,17.52403,80.7686,0.3849577176858705
2017-01-05 08:00:00,427.2381,18.97986,74.66333,0.5556823187438176
2017-01-05 08:30:00,543.7722,20.34146,69.65961,0.7241054402731597
2017-01-05 09:00:00,649.5031,22.63824,61.62242,1.0541555056161251
2017-01-05 09:30:00,735.7009,25.09614,53.45879,1.4818933604507625
2017-01-05 10:00:00,823.3286,28.17484,37.99147,2.3665740821832024
2017-01-05 10:30:00,900.506,29.19541,33.42341,2.6957299318896495
2017-01-05 11:00:00,962.8264,29.71211,34.23206,2.7434634610163395
2017-01-05 11:30:00,1011.387,30.7181,30.81516,3.057229169202894
2017-01-05 12:00:00,1044.302,31.62845,27.53436,3.372414968110657
2017-01-05 12:30:00,1064.171,31.89785,27.38857,3.431159242246482
2017-01-05 13:00:00,1062.877,32.14901,27.59664,3.4702523669880025
2017-01-05 13:30:00,731.1396,32.24625,27.69053,3.4848322314348064
2017-01-05 14:00:00,741.2533,32.64732,26.47193,3.6245674792641798
2017-01-05 14:30:00,460.0144,32.37329,25.939,3.594916085252385
2017-01-05 15:00:00,677.3867,33.0916,23.75586,3.8534488668921605
2017-01-05 15:30:00,459.5635,32.91254,24.09334,3.798029579526948
2017-01-05 16:00:00,671.9332,33.66763,22.85954,4.026497655912309
2017-01-05 16:30:00,762.0117,34.50927,21.23332,4.308639941168736
2017-01-05 17:00:00,610.5009,33.0485,31.62908,3.447184252491728
2017-01-05 17:30:00,503.2184,31.54037,38.53354,2.8462793454336706
2017-01-05 18:00:00,375.0362,30.15992,39.75692,2.5784464220547467
2017-01-05 18:30:00,270.3119,29.13768,40.92221,2.384137613511314
2017-01-05 19:00:00,168.5341,27.95641,42.27179,2.1753727704233605
2017-01-05 19:30:00,91.28213,27.21649,43.11148,2.053022649552898
2017-01-05 20:00:00,22.13618,26.60838,44.47964,1.933354052882947
2017-01-05 20:30:00,0.0,25.51034,48.0545,1.6951985109832761
2017-01-05 21:00:00,0.0,24.81097,50.87088,1.537929909132883
2017-01-05 21:30:00,0.0,24.31062,53.78001,1.4042260202384973
2017-01-05 22:00:00,0.0,23.84823,55.97265,1.3010107236067163
2017-01-05 22:30:00,0.0,23.18967,58.65265,1.1742809717381604
2017-01-05 23:00:00,0.0,22.23621,61.36032,1.0357442771949275
2017-01-05 23:30:00,0.0,21.53306,63.39089,0.9401040905361738
2017-01-06 00:00:00,0.0,20.75563,66.06349,0.8308754627441665
2017-01-06 00:30:00,0.0,20.45077,66.58476,0.8028882629289931
2017-01-06 01:00:00,0.0,20.2149,66.57001,0.7916287881810297
2017-01-06 01:30:00,0.0,19.87967,67.37852,0.7566228969342659
2017-01-06 02:00:00,0.0,19.27915,69.39314,0.6839065289460297
2017-01-06 02:30:00,0.0,18.94292,71.27673,0.62850647921636
2017-01-06 03:00:00,0.0,18.84754,71.14566,0.627625620878741
2017-01-06 03:30:00,0.0,18.7965,71.00078,0.62876886699367
2017-01-06 04:00:00,0.0,18.40427,72.55495,0.5806420805570203
2017-01-06 04:30:00,0.0,18.17988,73.94054,0.543621563004367
2017-01-06 05:00:00,0.1449663,18.69712,70.89156,0.6272283985108572
2017-01-06 05:30:00,2.297771,18.86529,70.4593,0.6432677249381804
2017-01-06 06:00:00,23.80508,18.63895,72.37351,0.5931333576674971
2017-01-06 06:30:00,119.5568,21.75789,62.10159,0.9866799380536255
2017-01-06 07:00:00,226.8718,23.31793,59.69917,1.1534574637627926
2017-01-06 07:30:00,297.9655,25.26201,49.93438,1.6099231731249917
2017-01-06 08:00:00,438.9406,27.32602,39.67738,2.190964587860649
2017-01-06 08:30:00,553.2903,28.455,36.02485,2.4817081273417867
2017-01-06 09:00:00,479.8114,28.97583,35.35112,2.584674611988432
2017-01-06 09:30:00,745.2247,30.41484,31.43867,2.977624583206438
2017-01-06 10:00:00,836.2744,31.70594,27.80098,3.3747974952236595
2017-01-06 10:30:00,909.5524,32.37175,25.90572,3.596219197301262
2017-01-06 11:00:00,979.5201,33.07753,24.04584,3.835764547565594
2017-01-06 11:30:00,1010.765,33.3971,23.24982,3.945990029561792
2017-01-06 12:00:00,1044.181,33.8433,22.2573,4.097917868103394
2017-01-06 12:30:00,1057.256,34.31333,20.83157,4.28373598583785
2017-01-06 13:00:00,1125.316,34.83449,19.98873,4.456354492053298
2017-01-06 13:30:00,1054.52,35.25261,18.85734,4.6250702210457195
2017-01-06 14:00:00,1039.41,35.21413,17.95251,4.666718776682717
2017-01-06 14:30:00,1035.954,35.69925,16.82461,4.859096748747166
2017-01-06 15:00:00,998.4944,35.98257,15.76852,4.9980339045332505
2017-01-06 15:30:00,646.4148,35.83083,14.33018,5.041173794794832
2017-01-06 16:00:00,171.7234,34.58985,15.76764,4.628269462132329
2017-01-06 16:30:00,638.4681,35.71255,14.83717,4.978845223204164
2017-01-06 17:00:00,600.8854,36.59781,13.87268,5.285745045894528
2017-01-06 17:30:00,493.3903,36.33106,13.8362,5.211352662490827
2017-01-06 18:00:00,374.1431,36.223,13.94308,5.174158566060488
2017-01-06 18:30:00,267.4538,35.87949,14.35891,5.052980290689548
2017-01-06 19:00:00,169.0166,35.26813,16.10317,4.786154809238722
2017-01-06 19:30:00,75.22478,33.70303,22.47694,4.0544757168759595
2017-01-06 20:00:00,13.46535,31.73923,26.63052,3.4359830062788723
2017-01-06 20:30:00,0.0,30.76855,30.85285,3.064374012534412
2017-01-06 21:00:00,0.0,30.22931,34.4556,2.8165238225479237
2017-01-06 21:30:00,0.0,29.52205,35.37853,2.6663148104051797
2017-01-06 22:00:00,0.0,28.8468,35.68443,2.5522252713645557
2017-01-06 22:30:00,0.0,28.10394,36.76598,2.403409215743342
2017-01-06 23:00:00,0.0,27.86702,36.54856,2.3786153475300087
2017-01-06 23:30:00,0.0,27.63205,36.67391,2.341585510701425
2017-01-07 00:00:00,0.0,26.32973,39.8873,2.059181174180352
2017-01-07 00:30:00,0.0,25.52587,41.72743,1.9034307802479422
2017-01-07 01:00:00,0.0,25.33503,42.16039,1.8679967798042085
2017-01-07 01:30:00,0.0,25.12394,42.94432,1.8196879844077496
2017-01-07 02:00:00,0.0,26.20695,39.77269,2.048212581012777
2017-01-07 02:30:00,0.0,26.09987,39.98244,2.0282110124092187
2017-01-07 03:00:00,0.0,25.65263,40.97013,1.9427200094004955
2017-01-07 03:30:00,0.0,25.23683,41.90999,1.8651624808364973
2017-01-07 04:00:00,0.0,24.34869,45.18191,1.6692492921694084
2017-01-07 04:30:00,0.0,23.35878,49.53992,1.4477914608395364
2017-01-07 05:00:00,0.0,24.35925,46.25152,1.6377140844638116
2017-01-07 05:30:00,0.0,24.18591,46.81363,1.6038436537230591
2017-01-07 06:00:00,29.83702,24.37881,46.10223,1.6441871967008483
2017-01-07 06:30:00,107.8105,25.22015,43.10993,1.8248233045903413
2017-01-07 07:00:00,208.48,26.27695,40.0916,2.0458024273103463
2017-01-07 07:30:00,318.8003,27.84856,35.32507,2.4218721155101965
2017-01-07 08:00:00,433.9445,29.26386,30.86146,2.810546801601746
2017-01-07 08:30:00,551.1187,30.26229,27.72934,3.1114319779253234
2017-01-07 09:00:00,614.6964,31.44867,25.81461,3.4174130876259357
2017-01-07 09:30:00,671.6225,32.51803,23.15202,3.7607479792133196
2017-01-07 10:00:00,743.1205,33.08138,18.88841,4.097104891495011
2017-01-07 10:30:00,880.1361,33.43156,18.32775,4.2071552440286055
2017-01-07 11:00:00,873.9308,34.07363,17.82976,4.387259206108923
2017-01-07 11:30:00,911.7109,34.64849,16.67756,4.5931874608800545
2017-01-07 12:00:00,862.8783,34.88045,15.51034,4.717775707770747
2017-01-07 12:30:00,879.92,35.38104,14.78028,4.892007349899773
2017-01-07 13:00:00,703.3993,35.64173,13.09302,5.061047395488479
2017-01-07 13:30:00,793.4349,35.8965,13.12557,5.130543199405208
2017-01-07 14:00:00,811.365,36.14925,13.2282,5.196084794899807
2017-01-07 14:30:00,814.7689,36.79658,13.56861,5.362321190753257
2017-01-07 15:00:00,673.2337,36.57581,13.44296,5.305731645944682
2017-01-07 15:30:00,615.5852,36.71703,13.50647,5.342916030804246
2017-01-07 16:00:00,450.1815,36.54222,14.42911,5.2356568123670835
2017-01-07 16:30:00,469.5944,36.89115,13.38134,5.401746300054253
2017-01-07 17:00:00,330.0582,36.73574,14.69637,5.274800778938854
2017-01-07 17:30:00,217.1564,36.17084,15.88322,5.043064387764473
2017-01-07 18:00:00,211.0738,36.14362,16.40709,5.004180351020461
2017-01-07 18:30:00,154.7503,35.9842,17.01974,4.924231163634129
2017-01-07 19:00:00,75.35147,35.4821,17.87308,4.740809187787046
2017-01-07 19:30:00,30.99122,34.72441,19.40972,4.461313292880773
2017-01-07 20:00:00,3.068225,34.01662,20.4766,4.232477275917997
2017-01-07 20:30:00,0.0,33.32464,21.56104,4.01649115238603
2017-01-07 21:00:00,0.0,33.04818,21.99448,3.9328792455955512
2017-01-07 21:30:00,0.0,32.99037,21.68232,3.935828107071476
2017-01-07 22:00:00,0.0,33.02695,21.18682,3.9688690598140917
2017-01-07 22:30:00,0.0,32.87166,21.18314,3.9345975221251157
2017-01-07 23:00:00,0.0,32.11897,22.78318,3.6946841152499954
2017-01-07 23:30:00,0.0,31.00635,26.24515,3.313185748876528
2017-01-08 00:00:00,0.0,29.04462,31.58257,2.7462417163893957
2017-01-08 00:30:00,0.0,28.06029,33.93661,2.5045760184101744
2017-01-08 01:00:00,0.0,27.32434,36.44989,2.3079625251656717
2017-01-08 01:30:00,0.0,26.50775,39.17047,2.1057176383090264
2017-01-08 02:00:00,0.0,25.81688,41.86527,1.9319711950426652
2017-01-08 02:30:00,0.0,26.18256,40.25306,2.0289520605946345
2017-01-08 03:00:00,0.0,26.02025,41.12129,1.9803833936544502
2017-01-08 03:30:00,0.0,26.16447,40.65993,2.012983465274918
2017-01-08 04:00:00,0.0,26.15075,41.46159,1.9841803669131737
2017-01-08 04:30:00,0.0,25.64971,43.59265,1.8560894261482437
2017-01-08 05:00:00,0.0,24.55947,49.77134,1.5489083578570366
2017-01-08 05:30:00,0.0,21.75214,64.57182,0.9220439748744934
2017-01-08 06:00:00,14.17942,20.3344,59.36563,0.9693594883985681
2017-01-08 06:30:00,61.18762,20.30549,52.02967,1.1423224208784248
2017-01-08 07:00:00,204.3056,20.92153,47.71266,1.2932927431471548
2017-01-08 07:30:00,337.035,21.72308,44.27466,1.4477201250381404
2017-01-08 08:00:00,314.2308,21.9728,45.09586,1.4482914776198768
2017-01-08 08:30:00,404.0281,22.10313,47.37964,1.3991173780507369
2017-01-08 09:00:00,620.957,23.07536,44.00325,1.5793811053387896
2017-01-08 09:30:00,755.028,23.76488,40.2989,1.7553520775346576
2017-01-08 10:00:00,830.7048,24.25053,37.37755,1.8957183241130497
2017-01-08 10:30:00,893.6619,24.98355,33.03452,2.1179599492032035
2017-01-08 11:00:00,852.1393,25.23145,30.28116,2.2378264602537996
2017-01-08 11:30:00,871.3282,25.96951,28.706,2.3907868376228874
2017-01-08 12:00:00,998.3842,26.78153,27.57372,2.5478787704270625
2017-01-08 12:30:00,1056.72,27.11329,27.56666,2.598247232750871
2017-01-08 13:00:00,1095.879,27.71174,27.73581,2.684549591107622
2017-01-08 13:30:00,1067.853,28.02349,28.18443,2.716822775111301
2017-01-08 14:00:00,1027.993,28.46181,28.13643,2.788816026607857
2017-01-08 14:30:00,949.236,28.75021,26.55812,2.898129011353712
2017-01-08 15:00:00,939.2487,29.03945,27.34681,2.9153917278258814
2017-01-08 15:30:00,865.9016,29.09826,28.11625,2.894335486343013
2017-01-08 16:00:00,787.1022,28.74909,30.86736,2.727902825097824
2017-01-08 16:30:00,702.8409,28.5867,31.21854,2.6886206340880143
2017-01-08 17:00:00,608.807,28.19157,31.85768,2.6032041896839817
2017-01-08 17:30:00,504.329,27.77091,32.95735,2.4991897897533173
2017-01-08 18:00:00,396.598,27.40796,33.64782,2.4215482353938715
2017-01-08 18:30:00,287.117,26.93166,34.59238,2.3213553804044738
2017-01-08 19:00:00,179.6907,26.22905,35.67725,2.1903463259728384
2017-01-08 19:30:00,85.10753,25.26745,37.60539,2.007026524349546
2017-01-08 20:00:00,16.55085,23.87738,40.18551,1.7706208331958946
2017-01-08 20:30:00,0.0,21.79902,53.06333,1.2250627710682291
2017-01-08 21:00:00,0.0,20.30482,60.07196,0.9507711956476804
2017-01-08 21:30:00,0.0,19.1045,64.57517,0.782998179680439
2017-01-08 22:00:00,0.0,17.7774,70.4147,0.6017490414760694
2017-01-08 22:30:00,0.0,16.65611,75.38772,0.46632205065544097
2017-01-08 23:00:00,0.0,15.79645,78.95151,0.37753203703810506
2017-01-08 23:30:00,0.0,15.15871,81.21741,0.32339051981439826
