TIMESTAMP,solar_TIMESTAMP,AUS_ELL_HB_HIG_Edi_Js_1,AUS_ELL_HB_HIG_Era_Js_2,AUS_ELL_HB_HIG_Edi_Js_3
2009-06-03T05:59:59Z,2009-06-03T15:47:36Z,NA,NA,NA
2009-06-03T06:30:00Z,2009-06-03T16:17:37Z,NA,NA,NA
2009-06-03T07:00:00Z,2009-06-03T16:47:37Z,NA,NA,NA
2009-06-03T07:29:59Z,2009-06-03T17:17:36Z,NA,NA,NA
2009-06-03T08:00:00Z,2009-06-03T17:47:37Z,NA,NA,NA
2009-06-03T08:30:00Z,2009-06-03T18:17:37Z,NA,NA,NA
2009-06-03T08:59:59Z,2009-06-03T18:47:36Z,NA,NA,NA
2009-06-03T09:30:00Z,2009-06-03T19:17:37Z,NA,NA,NA
2009-06-03T10:00:00Z,2009-06-03T19:47:37Z,NA,NA,NA
2009-06-03T10:29:59Z,2009-06-03T20:17:36Z,NA,NA,NA
2009-06-03T11:00:00Z,2009-06-03T20:47:37Z,NA,NA,NA
2009-06-03T11:30:00Z,2009-06-03T21:17:37Z,NA,NA,NA
2009-06-03T11:59:59Z,2009-06-03T21:47:36Z,NA,NA,NA
2009-06-03T12:30:00Z,2009-06-03T22:17:37Z,NA,NA,NA
2009-06-03T13:00:00Z,2009-06-03T22:47:37Z,NA,NA,NA
2009-06-03T13:29:59Z,2009-06-03T23:17:36Z,NA,NA,NA
2009-06-03T14:00:00Z,2009-06-03T23:47:37Z,NA,NA,NA
2009-06-03T14:30:00Z,2009-06-04T00:17:27Z,NA,NA,NA
2009-06-03T14:59:59Z,2009-06-04T00:47:26Z,NA,NA,NA
2009-06-03T15:30:00Z,2009-06-04T01:17:27Z,NA,NA,NA
2009-06-03T16:00:00Z,2009-06-04T01:47:27Z,NA,NA,NA
2009-06-03T16:29:59Z,2009-06-04T02:17:26Z,NA,NA,NA
2009-06-03T17:00:00Z,2009-06-04T02:47:27Z,NA,NA,NA
2009-06-03T17:30:00Z,2009-06-04T03:17:27Z,NA,NA,NA
2009-06-03T17:59:59Z,2009-06-04T03:47:26Z,NA,NA,NA
2009-06-03T18:30:00Z,2009-06-04T04:17:27Z,NA,NA,NA
2009-06-03T19:00:00Z,2009-06-04T04:47:27Z,NA,NA,NA
2009-06-03T19:29:59Z,2009-06-04T05:17:26Z,NA,NA,NA
2009-06-03T20:00:00Z,2009-06-04T05:47:27Z,NA,NA,NA
2009-06-03T20:30:00Z,2009-06-04T06:17:27Z,NA,NA,NA
2009-06-03T20:59:59Z,2009-06-04T06:47:26Z,NA,NA,NA
2009-06-03T21:30:00Z,2009-06-04T07:17:27Z,NA,NA,NA
2009-06-03T22:00:00Z,2009-06-04T07:47:27Z,NA,NA,NA
2009-06-03T22:29:59Z,2009-06-04T08:17:26Z,NA,NA,NA
2009-06-03T23:00:00Z,2009-06-04T08:47:27Z,NA,NA,NA
2009-06-03T23:30:00Z,2009-06-04T09:17:27Z,NA,NA,NA
2009-06-03T23:59:59Z,2009-06-04T09:47:26Z,NA,NA,NA
2009-06-04T00:30:00Z,2009-06-04T10:17:27Z,NA,NA,NA
2009-06-04T01:00:00Z,2009-06-04T10:47:27Z,NA,NA,NA
2009-06-04T01:29:59Z,2009-06-04T11:17:26Z,NA,NA,NA
2009-06-04T02:00:00Z,2009-06-04T11:47:27Z,NA,NA,NA
2009-06-04T02:30:00Z,2009-06-04T12:17:27Z,NA,NA,NA
2009-06-04T02:59:59Z,2009-06-04T12:47:26Z,NA,NA,NA
2009-06-04T03:30:00Z,2009-06-04T13:17:27Z,NA,NA,NA
2009-06-04T04:00:00Z,2009-06-04T13:47:27Z,NA,NA,NA
2009-06-04T04:29:59Z,2009-06-04T14:17:26Z,NA,NA,NA
2009-06-04T05:00:00Z,2009-06-04T14:47:27Z,NA,NA,NA
2009-06-04T05:30:00Z,2009-06-04T15:17:27Z,NA,NA,NA
2009-06-04T05:59:59Z,2009-06-04T15:47:26Z,NA,NA,NA
2009-06-04T06:30:00Z,2009-06-04T16:17:27Z,NA,NA,NA
2009-06-04T07:00:00Z,2009-06-04T16:47:27Z,NA,NA,NA
2009-06-04T07:29:59Z,2009-06-04T17:17:26Z,NA,NA,NA
2009-06-04T08:00:00Z,2009-06-04T17:47:27Z,NA,NA,NA
2009-06-04T08:30:00Z,2009-06-04T18:17:27Z,NA,NA,NA
2009-06-04T08:59:59Z,2009-06-04T18:47:26Z,NA,NA,NA
2009-06-04T09:30:00Z,2009-06-04T19:17:27Z,NA,NA,NA
2009-06-04T10:00:00Z,2009-06-04T19:47:27Z,NA,NA,NA
2009-06-04T10:29:59Z,2009-06-04T20:17:26Z,NA,NA,NA
2009-06-04T11:00:00Z,2009-06-04T20:47:27Z,NA,NA,NA
2009-06-04T11:30:00Z,2009-06-04T21:17:27Z,NA,NA,NA
2009-06-04T11:59:59Z,2009-06-04T21:47:26Z,NA,NA,NA
2009-06-04T12:30:00Z,2009-06-04T22:17:27Z,NA,NA,NA
2009-06-04T13:00:00Z,2009-06-04T22:47:27Z,NA,NA,NA
2009-06-04T13:29:59Z,2009-06-04T23:17:26Z,NA,NA,NA
2009-06-04T14:00:00Z,2009-06-04T23:47:27Z,NA,NA,NA
2009-06-04T14:30:00Z,2009-06-05T00:17:16Z,NA,NA,NA
2009-06-04T14:59:59Z,2009-06-05T00:47:15Z,NA,NA,NA
2009-06-04T15:30:00Z,2009-06-05T01:17:16Z,NA,NA,NA
2009-06-04T16:00:00Z,2009-06-05T01:47:16Z,NA,NA,NA
2009-06-04T16:29:59Z,2009-06-05T02:17:15Z,NA,NA,NA
2009-06-04T17:00:00Z,2009-06-05T02:47:16Z,NA,NA,NA
2009-06-04T17:30:00Z,2009-06-05T03:17:16Z,NA,NA,NA
2009-06-04T17:59:59Z,2009-06-05T03:47:15Z,NA,NA,NA
2009-06-04T18:30:00Z,2009-06-05T04:17:16Z,NA,NA,NA
2009-06-04T19:00:00Z,2009-06-05T04:47:16Z,NA,NA,NA
2009-06-04T19:29:59Z,2009-06-05T05:17:15Z,NA,NA,NA
2009-06-04T20:00:00Z,2009-06-05T05:47:16Z,NA,NA,NA
2009-06-04T20:30:00Z,2009-06-05T06:17:16Z,NA,NA,NA
2009-06-04T20:59:59Z,2009-06-05T06:47:15Z,NA,NA,NA
2009-06-04T21:30:00Z,2009-06-05T07:17:16Z,NA,NA,NA
2009-06-04T22:00:00Z,2009-06-05T07:47:16Z,NA,NA,NA
2009-06-04T22:29:59Z,2009-06-05T08:17:15Z,NA,NA,NA
2009-06-04T23:00:00Z,2009-06-05T08:47:16Z,NA,NA,NA
2009-06-04T23:30:00Z,2009-06-05T09:17:16Z,NA,NA,NA
2009-06-04T23:59:59Z,2009-06-05T09:47:15Z,NA,NA,NA
2009-06-05T00:30:00Z,2009-06-05T10:17:16Z,NA,NA,NA
2009-06-05T01:00:00Z,2009-06-05T10:47:16Z,NA,NA,NA
2009-06-05T01:29:59Z,2009-06-05T11:17:15Z,NA,NA,NA
2009-06-05T02:00:00Z,2009-06-05T11:47:16Z,NA,NA,NA
2009-06-05T02:30:00Z,2009-06-05T12:17:16Z,NA,NA,NA
2009-06-05T02:59:59Z,2009-06-05T12:47:15Z,NA,NA,NA
2009-06-05T03:30:00Z,2009-06-05T13:17:16Z,NA,NA,NA
2009-06-05T04:00:00Z,2009-06-05T13:47:16Z,NA,NA,NA
2009-06-05T04:29:59Z,2009-06-05T14:17:15Z,NA,NA,NA
2009-06-05T05:00:00Z,2009-06-05T14:47:16Z,NA,NA,NA
2009-06-05T05:30:00Z,2009-06-05T15:17:16Z,NA,NA,NA
2009-06-05T05:59:59Z,2009-06-05T15:47:15Z,NA,NA,NA
2009-06-05T06:30:00Z,2009-06-05T16:17:16Z,NA,NA,NA
2009-06-05T07:00:00Z,2009-06-05T16:47:16Z,NA,NA,NA
2009-06-05T07:29:59Z,2009-06-05T17:17:15Z,NA,NA,NA
2009-06-05T08:00:00Z,2009-06-05T17:47:16Z,NA,NA,NA
2009-06-05T08:30:00Z,2009-06-05T18:17:16Z,NA,NA,NA
2009-06-05T08:59:59Z,2009-06-05T18:47:15Z,NA,NA,NA
2009-06-05T09:30:00Z,2009-06-05T19:17:16Z,NA,NA,NA
2009-06-05T10:00:00Z,2009-06-05T19:47:16Z,NA,NA,NA
2009-06-05T10:29:59Z,2009-06-05T20:17:15Z,NA,NA,NA
2009-06-05T11:00:00Z,2009-06-05T20:47:16Z,NA,NA,NA
2009-06-05T11:30:00Z,2009-06-05T21:17:16Z,NA,NA,NA
2009-06-05T11:59:59Z,2009-06-05T21:47:15Z,NA,NA,NA
2009-06-05T12:30:00Z,2009-06-05T22:17:16Z,NA,NA,NA
2009-06-05T13:00:00Z,2009-06-05T22:47:16Z,NA,NA,NA
2009-06-05T13:29:59Z,2009-06-05T23:17:15Z,NA,NA,NA
2009-06-05T14:00:00Z,2009-06-05T23:47:16Z,NA,NA,NA
2009-06-05T14:30:00Z,2009-06-06T00:17:06Z,NA,NA,NA
2009-06-05T14:59:59Z,2009-06-06T00:47:05Z,NA,NA,NA
2009-06-05T15:30:00Z,2009-06-06T01:17:06Z,NA,NA,NA
2009-06-05T16:00:00Z,2009-06-06T01:47:06Z,NA,NA,NA
2009-06-05T16:29:59Z,2009-06-06T02:17:05Z,NA,NA,NA
2009-06-05T17:00:00Z,2009-06-06T02:47:06Z,NA,NA,NA
2009-06-05T17:30:00Z,2009-06-06T03:17:06Z,NA,NA,NA
2009-06-05T17:59:59Z,2009-06-06T03:47:05Z,NA,NA,NA
2009-06-05T18:30:00Z,2009-06-06T04:17:06Z,NA,NA,NA
2009-06-05T19:00:00Z,2009-06-06T04:47:06Z,NA,NA,NA
2009-06-05T19:29:59Z,2009-06-06T05:17:05Z,NA,NA,NA
2009-06-05T20:00:00Z,2009-06-06T05:47:06Z,NA,NA,NA
2009-06-05T20:30:00Z,2009-06-06T06:17:06Z,NA,NA,NA
2009-06-05T20:59:59Z,2009-06-06T06:47:05Z,NA,NA,NA
2009-06-05T21:30:00Z,2009-06-06T07:17:06Z,NA,NA,NA
2009-06-05T22:00:00Z,2009-06-06T07:47:06Z,NA,NA,NA
2009-06-05T22:29:59Z,2009-06-06T08:17:05Z,NA,NA,NA
2009-06-05T23:00:00Z,2009-06-06T08:47:06Z,NA,NA,NA
2009-06-05T23:30:00Z,2009-06-06T09:17:06Z,NA,NA,NA
2009-06-05T23:59:59Z,2009-06-06T09:47:05Z,NA,NA,NA
2009-06-06T00:30:00Z,2009-06-06T10:17:06Z,NA,NA,NA
2009-06-06T01:00:00Z,2009-06-06T10:47:06Z,NA,NA,NA
2009-06-06T01:29:59Z,2009-06-06T11:17:05Z,NA,NA,NA
2009-06-06T02:00:00Z,2009-06-06T11:47:06Z,NA,NA,NA
2009-06-06T02:30:00Z,2009-06-06T12:17:06Z,NA,NA,NA
2009-06-06T02:59:59Z,2009-06-06T12:47:05Z,NA,NA,NA
2009-06-06T03:30:00Z,2009-06-06T13:17:06Z,NA,NA,NA
2009-06-06T04:00:00Z,2009-06-06T13:47:06Z,NA,NA,NA
2009-06-06T04:29:59Z,2009-06-06T14:17:05Z,NA,NA,NA
2009-06-06T05:00:00Z,2009-06-06T14:47:06Z,NA,NA,NA
2009-06-06T05:30:00Z,2009-06-06T15:17:06Z,NA,NA,NA
2009-06-06T05:59:59Z,2009-06-06T15:47:05Z,NA,NA,NA
2009-06-06T06:30:00Z,2009-06-06T16:17:06Z,NA,NA,NA
2009-06-06T07:00:00Z,2009-06-06T16:47:06Z,NA,NA,NA
2009-06-06T07:29:59Z,2009-06-06T17:17:05Z,NA,NA,NA
2009-06-06T08:00:00Z,2009-06-06T17:47:06Z,NA,NA,NA
2009-06-06T08:30:00Z,2009-06-06T18:17:06Z,NA,NA,NA
2009-06-06T08:59:59Z,2009-06-06T18:47:05Z,NA,NA,NA
2009-06-06T09:30:00Z,2009-06-06T19:17:06Z,NA,NA,NA
2009-06-06T10:00:00Z,2009-06-06T19:47:06Z,NA,NA,NA
2009-06-06T10:29:59Z,2009-06-06T20:17:05Z,NA,NA,NA
2009-06-06T11:00:00Z,2009-06-06T20:47:06Z,NA,NA,NA
2009-06-06T11:30:00Z,2009-06-06T21:17:06Z,NA,NA,NA
2009-06-06T11:59:59Z,2009-06-06T21:47:05Z,NA,NA,NA
2009-06-06T12:30:00Z,2009-06-06T22:17:06Z,NA,NA,NA
2009-06-06T13:00:00Z,2009-06-06T22:47:06Z,NA,NA,NA
2009-06-06T13:29:59Z,2009-06-06T23:17:05Z,NA,NA,NA
2009-06-06T14:00:00Z,2009-06-06T23:47:06Z,NA,NA,NA
2009-06-06T14:30:00Z,2009-06-07T00:16:55Z,NA,NA,NA
2009-06-06T14:59:59Z,2009-06-07T00:46:54Z,NA,NA,NA
2009-06-06T15:30:00Z,2009-06-07T01:16:55Z,NA,NA,NA
2009-06-06T16:00:00Z,2009-06-07T01:46:55Z,NA,NA,NA
2009-06-06T16:29:59Z,2009-06-07T02:16:54Z,NA,NA,NA
2009-06-06T17:00:00Z,2009-06-07T02:46:55Z,NA,NA,NA
2009-06-06T17:30:00Z,2009-06-07T03:16:55Z,NA,NA,NA
2009-06-06T17:59:59Z,2009-06-07T03:46:54Z,NA,NA,NA
2009-06-06T18:30:00Z,2009-06-07T04:16:55Z,NA,NA,NA
2009-06-06T19:00:00Z,2009-06-07T04:46:55Z,NA,NA,NA
2009-06-06T19:29:59Z,2009-06-07T05:16:54Z,NA,NA,NA
2009-06-06T20:00:00Z,2009-06-07T05:46:55Z,NA,NA,NA
2009-06-06T20:30:00Z,2009-06-07T06:16:55Z,NA,NA,NA
2009-06-06T20:59:59Z,2009-06-07T06:46:54Z,NA,NA,NA
2009-06-06T21:30:00Z,2009-06-07T07:16:55Z,NA,NA,NA
2009-06-06T22:00:00Z,2009-06-07T07:46:55Z,NA,NA,NA
2009-06-06T22:29:59Z,2009-06-07T08:16:54Z,NA,NA,NA
2009-06-06T23:00:00Z,2009-06-07T08:46:55Z,NA,NA,NA
2009-06-06T23:30:00Z,2009-06-07T09:16:55Z,NA,NA,NA
2009-06-06T23:59:59Z,2009-06-07T09:46:54Z,NA,NA,NA
2009-06-07T00:30:00Z,2009-06-07T10:16:55Z,NA,NA,NA
2009-06-07T01:00:00Z,2009-06-07T10:46:55Z,NA,NA,NA
2009-06-07T01:29:59Z,2009-06-07T11:16:54Z,NA,NA,NA
2009-06-07T02:00:00Z,2009-06-07T11:46:55Z,NA,NA,NA
2009-06-07T02:30:00Z,2009-06-07T12:16:55Z,NA,NA,NA
2009-06-07T02:59:59Z,2009-06-07T12:46:54Z,NA,NA,NA
2009-06-07T03:30:00Z,2009-06-07T13:16:55Z,NA,NA,NA
2009-06-07T04:00:00Z,2009-06-07T13:46:55Z,NA,NA,NA
2009-06-07T04:29:59Z,2009-06-07T14:16:54Z,NA,NA,NA
2009-06-07T05:00:00Z,2009-06-07T14:46:55Z,NA,NA,NA
2009-06-07T05:30:00Z,2009-06-07T15:16:55Z,NA,NA,NA
2009-06-07T05:59:59Z,2009-06-07T15:46:54Z,NA,NA,NA
2009-06-07T06:30:00Z,2009-06-07T16:16:55Z,NA,NA,NA
2009-06-07T07:00:00Z,2009-06-07T16:46:55Z,NA,NA,NA
2009-06-07T07:29:59Z,2009-06-07T17:16:54Z,NA,NA,NA
2009-06-07T08:00:00Z,2009-06-07T17:46:55Z,NA,NA,NA
2009-06-07T08:30:00Z,2009-06-07T18:16:55Z,NA,NA,NA
2009-06-07T08:59:59Z,2009-06-07T18:46:54Z,NA,NA,NA
2009-06-07T09:30:00Z,2009-06-07T19:16:55Z,NA,NA,NA
2009-06-07T10:00:00Z,2009-06-07T19:46:55Z,NA,NA,NA
2009-06-07T10:29:59Z,2009-06-07T20:16:54Z,NA,NA,NA
2009-06-07T11:00:00Z,2009-06-07T20:46:55Z,NA,NA,NA
2009-06-07T11:30:00Z,2009-06-07T21:16:55Z,NA,NA,NA
2009-06-07T11:59:59Z,2009-06-07T21:46:54Z,NA,NA,NA
2009-06-07T12:30:00Z,2009-06-07T22:16:55Z,NA,NA,NA
2009-06-07T13:00:00Z,2009-06-07T22:46:55Z,NA,NA,NA
2009-06-07T13:29:59Z,2009-06-07T23:16:54Z,NA,NA,NA
2009-06-07T14:00:00Z,2009-06-07T23:46:55Z,NA,NA,NA
2009-06-07T14:30:00Z,2009-06-08T00:16:43Z,NA,NA,NA
2009-06-07T14:59:59Z,2009-06-08T00:46:42Z,NA,NA,NA
2009-06-07T15:30:00Z,2009-06-08T01:16:43Z,NA,NA,NA
2009-06-07T16:00:00Z,2009-06-08T01:46:43Z,NA,NA,NA
2009-06-07T16:29:59Z,2009-06-08T02:16:42Z,NA,NA,NA
2009-06-07T17:00:00Z,2009-06-08T02:46:43Z,NA,NA,NA
2009-06-07T17:30:00Z,2009-06-08T03:16:43Z,NA,NA,NA
2009-06-07T17:59:59Z,2009-06-08T03:46:42Z,NA,NA,NA
2009-06-07T18:30:00Z,2009-06-08T04:16:43Z,NA,NA,NA
2009-06-07T19:00:00Z,2009-06-08T04:46:43Z,NA,NA,NA
2009-06-07T19:29:59Z,2009-06-08T05:16:42Z,NA,NA,NA
2009-06-07T20:00:00Z,2009-06-08T05:46:43Z,NA,NA,NA
2009-06-07T20:30:00Z,2009-06-08T06:16:43Z,NA,NA,NA
2009-06-07T20:59:59Z,2009-06-08T06:46:42Z,NA,NA,NA
2009-06-07T21:30:00Z,2009-06-08T07:16:43Z,NA,NA,NA
2009-06-07T22:00:00Z,2009-06-08T07:46:43Z,NA,NA,NA
2009-06-07T22:29:59Z,2009-06-08T08:16:42Z,NA,NA,NA
2009-06-07T23:00:00Z,2009-06-08T08:46:43Z,NA,NA,NA
2009-06-07T23:30:00Z,2009-06-08T09:16:43Z,NA,NA,NA
2009-06-07T23:59:59Z,2009-06-08T09:46:42Z,NA,NA,NA
2009-06-08T00:30:00Z,2009-06-08T10:16:43Z,NA,NA,NA
2009-06-08T01:00:00Z,2009-06-08T10:46:43Z,NA,NA,NA
2009-06-08T01:29:59Z,2009-06-08T11:16:42Z,NA,NA,NA
2009-06-08T02:00:00Z,2009-06-08T11:46:43Z,NA,NA,NA
2009-06-08T02:30:00Z,2009-06-08T12:16:43Z,NA,NA,NA
2009-06-08T02:59:59Z,2009-06-08T12:46:42Z,NA,NA,NA
2009-06-08T03:30:00Z,2009-06-08T13:16:43Z,NA,NA,NA
2009-06-08T04:00:00Z,2009-06-08T13:46:43Z,NA,NA,NA
2009-06-08T04:29:59Z,2009-06-08T14:16:42Z,NA,NA,NA
2009-06-08T05:00:00Z,2009-06-08T14:46:43Z,NA,NA,NA
2009-06-08T05:30:00Z,2009-06-08T15:16:43Z,NA,NA,NA
2009-06-08T05:59:59Z,2009-06-08T15:46:42Z,NA,NA,NA
2009-06-08T06:30:00Z,2009-06-08T16:16:43Z,NA,NA,NA
2009-06-08T07:00:00Z,2009-06-08T16:46:43Z,NA,NA,NA
2009-06-08T07:29:59Z,2009-06-08T17:16:42Z,NA,NA,NA
2009-06-08T08:00:00Z,2009-06-08T17:46:43Z,NA,NA,NA
2009-06-08T08:30:00Z,2009-06-08T18:16:43Z,NA,NA,NA
2009-06-08T08:59:59Z,2009-06-08T18:46:42Z,NA,NA,NA
2009-06-08T09:30:00Z,2009-06-08T19:16:43Z,NA,NA,NA
2009-06-08T10:00:00Z,2009-06-08T19:46:43Z,NA,NA,NA
2009-06-08T10:29:59Z,2009-06-08T20:16:42Z,NA,NA,NA
2009-06-08T11:00:00Z,2009-06-08T20:46:43Z,NA,NA,NA
2009-06-08T11:30:00Z,2009-06-08T21:16:43Z,NA,NA,NA
2009-06-08T11:59:59Z,2009-06-08T21:46:42Z,NA,NA,NA
2009-06-08T12:30:00Z,2009-06-08T22:16:43Z,NA,NA,NA
2009-06-08T13:00:00Z,2009-06-08T22:46:43Z,NA,NA,NA
2009-06-08T13:29:59Z,2009-06-08T23:16:42Z,NA,NA,NA
2009-06-08T14:00:00Z,2009-06-08T23:46:43Z,NA,NA,NA
2009-06-08T14:30:00Z,2009-06-09T00:16:32Z,NA,NA,NA
2009-06-08T14:59:59Z,2009-06-09T00:46:31Z,NA,NA,NA
2009-06-08T15:30:00Z,2009-06-09T01:16:32Z,NA,NA,NA
2009-06-08T16:00:00Z,2009-06-09T01:46:32Z,NA,NA,NA
2009-06-08T16:29:59Z,2009-06-09T02:16:31Z,NA,NA,NA
2009-06-08T17:00:00Z,2009-06-09T02:46:32Z,NA,NA,NA
2009-06-08T17:30:00Z,2009-06-09T03:16:32Z,NA,NA,NA
2009-06-08T17:59:59Z,2009-06-09T03:46:31Z,NA,NA,NA
2009-06-08T18:30:00Z,2009-06-09T04:16:32Z,NA,NA,NA
2009-06-08T19:00:00Z,2009-06-09T04:46:32Z,NA,NA,NA
2009-06-08T19:29:59Z,2009-06-09T05:16:31Z,NA,NA,NA
2009-06-08T20:00:00Z,2009-06-09T05:46:32Z,NA,NA,NA
2009-06-08T20:30:00Z,2009-06-09T06:16:32Z,NA,NA,NA
2009-06-08T20:59:59Z,2009-06-09T06:46:31Z,NA,NA,NA
2009-06-08T21:30:00Z,2009-06-09T07:16:32Z,NA,NA,NA
2009-06-08T22:00:00Z,2009-06-09T07:46:32Z,NA,NA,NA
2009-06-08T22:29:59Z,2009-06-09T08:16:31Z,NA,NA,NA
2009-06-08T23:00:00Z,2009-06-09T08:46:32Z,NA,NA,NA
2009-06-08T23:30:00Z,2009-06-09T09:16:32Z,NA,NA,NA
2009-06-08T23:59:59Z,2009-06-09T09:46:31Z,NA,NA,NA
2009-06-09T00:30:00Z,2009-06-09T10:16:32Z,NA,NA,NA
2009-06-09T01:00:00Z,2009-06-09T10:46:32Z,NA,NA,NA
2009-06-09T01:29:59Z,2009-06-09T11:16:31Z,NA,NA,NA
2009-06-09T02:00:00Z,2009-06-09T11:46:32Z,NA,NA,NA
2009-06-09T02:30:00Z,2009-06-09T12:16:32Z,NA,NA,NA
2009-06-09T02:59:59Z,2009-06-09T12:46:31Z,NA,NA,NA
2009-06-09T03:30:00Z,2009-06-09T13:16:32Z,NA,NA,NA
2009-06-09T04:00:00Z,2009-06-09T13:46:32Z,NA,NA,NA
2009-06-09T04:29:59Z,2009-06-09T14:16:31Z,NA,NA,NA
2009-06-09T05:00:00Z,2009-06-09T14:46:32Z,NA,NA,NA
2009-06-09T05:30:00Z,2009-06-09T15:16:32Z,NA,NA,NA
2009-06-09T05:59:59Z,2009-06-09T15:46:31Z,NA,NA,NA
2009-06-09T06:30:00Z,2009-06-09T16:16:32Z,NA,NA,NA
2009-06-09T07:00:00Z,2009-06-09T16:46:32Z,NA,NA,NA
2009-06-09T07:29:59Z,2009-06-09T17:16:31Z,NA,NA,NA
2009-06-09T08:00:00Z,2009-06-09T17:46:32Z,NA,NA,NA
2009-06-09T08:30:00Z,2009-06-09T18:16:32Z,NA,NA,NA
2009-06-09T08:59:59Z,2009-06-09T18:46:31Z,NA,NA,NA
2009-06-09T09:30:00Z,2009-06-09T19:16:32Z,NA,NA,NA
2009-06-09T10:00:00Z,2009-06-09T19:46:32Z,NA,NA,NA
2009-06-09T10:29:59Z,2009-06-09T20:16:31Z,NA,NA,NA
2009-06-09T11:00:00Z,2009-06-09T20:46:32Z,NA,NA,NA
2009-06-09T11:30:00Z,2009-06-09T21:16:32Z,NA,NA,NA
2009-06-09T11:59:59Z,2009-06-09T21:46:31Z,NA,NA,NA
2009-06-09T12:30:00Z,2009-06-09T22:16:32Z,NA,NA,NA
2009-06-09T13:00:00Z,2009-06-09T22:46:32Z,NA,NA,NA
2009-06-09T13:29:59Z,2009-06-09T23:16:31Z,NA,NA,NA
2009-06-09T14:00:00Z,2009-06-09T23:46:32Z,NA,NA,NA
2009-06-09T14:30:00Z,2009-06-10T00:16:21Z,NA,NA,NA
2009-06-09T14:59:59Z,2009-06-10T00:46:20Z,NA,NA,NA
2009-06-09T15:30:00Z,2009-06-10T01:16:21Z,NA,NA,NA
2009-06-09T16:00:00Z,2009-06-10T01:46:21Z,NA,NA,NA
2009-06-09T16:29:59Z,2009-06-10T02:16:20Z,NA,NA,NA
2009-06-09T17:00:00Z,2009-06-10T02:46:21Z,NA,NA,NA
2009-06-09T17:30:00Z,2009-06-10T03:16:21Z,NA,NA,NA
2009-06-09T17:59:59Z,2009-06-10T03:46:20Z,NA,NA,NA
2009-06-09T18:30:00Z,2009-06-10T04:16:21Z,NA,NA,NA
2009-06-09T19:00:00Z,2009-06-10T04:46:21Z,NA,NA,NA
2009-06-09T19:29:59Z,2009-06-10T05:16:20Z,NA,NA,NA
2009-06-09T20:00:00Z,2009-06-10T05:46:21Z,NA,NA,NA
2009-06-09T20:30:00Z,2009-06-10T06:16:21Z,NA,NA,NA
2009-06-09T20:59:59Z,2009-06-10T06:46:20Z,NA,NA,NA
2009-06-09T21:30:00Z,2009-06-10T07:16:21Z,NA,NA,NA
2009-06-09T22:00:00Z,2009-06-10T07:46:21Z,NA,NA,NA
2009-06-09T22:29:59Z,2009-06-10T08:16:20Z,NA,NA,NA
