TIMESTAMP,solar_TIMESTAMP,JPN_EBE_SUG_Cja_Js_1
2016-04-04T23:00:00Z,2016-04-05T08:23:56Z,NA
2016-04-05T00:00:00Z,2016-04-05T09:23:56Z,NA
2016-04-05T01:00:00Z,2016-04-05T10:23:56Z,NA
2016-04-05T02:00:00Z,2016-04-05T11:23:56Z,NA
2016-04-05T03:00:00Z,2016-04-05T12:23:56Z,NA
2016-04-05T04:00:00Z,2016-04-05T13:23:56Z,NA
2016-04-05T05:00:00Z,2016-04-05T14:23:56Z,NA
2016-04-05T06:00:00Z,2016-04-05T15:23:56Z,NA
2016-04-05T07:00:00Z,2016-04-05T16:23:56Z,NA
2016-04-05T08:00:00Z,2016-04-05T17:23:56Z,NA
2016-04-05T09:00:00Z,2016-04-05T18:23:56Z,NA
2016-04-05T10:00:00Z,2016-04-05T19:23:56Z,NA
2016-04-05T11:00:00Z,2016-04-05T20:23:56Z,NA
2016-04-05T12:00:00Z,2016-04-05T21:23:56Z,NA
2016-04-05T13:00:00Z,2016-04-05T22:23:56Z,NA
2016-04-05T14:00:00Z,2016-04-05T23:23:56Z,NA
2016-04-05T15:00:00Z,2016-04-06T00:24:13Z,NA
2016-04-05T16:00:00Z,2016-04-06T01:24:13Z,NA
2016-04-05T17:00:00Z,2016-04-06T02:24:13Z,NA
2016-04-05T18:00:00Z,2016-04-06T03:24:13Z,NA
2016-04-05T19:00:00Z,2016-04-06T04:24:13Z,NA
2016-04-05T20:00:00Z,2016-04-06T05:24:13Z,NA
2016-04-05T21:00:00Z,2016-04-06T06:24:13Z,NA
2016-04-05T22:00:00Z,2016-04-06T07:24:13Z,NA
2016-04-05T23:00:00Z,2016-04-06T08:24:13Z,NA
2016-04-06T00:00:00Z,2016-04-06T09:24:13Z,NA
2016-04-06T01:00:00Z,2016-04-06T10:24:13Z,NA
2016-04-06T02:00:00Z,2016-04-06T11:24:13Z,NA
2016-04-06T03:00:00Z,2016-04-06T12:24:13Z,NA
2016-04-06T04:00:00Z,2016-04-06T13:24:13Z,NA
2016-04-06T05:00:00Z,2016-04-06T14:24:13Z,NA
2016-04-06T06:00:00Z,2016-04-06T15:24:13Z,NA
2016-04-06T07:00:00Z,2016-04-06T16:24:13Z,NA
2016-04-06T08:00:00Z,2016-04-06T17:24:13Z,NA
2016-04-06T09:00:00Z,2016-04-06T18:24:13Z,NA
2016-04-06T10:00:00Z,2016-04-06T19:24:13Z,NA
2016-04-06T11:00:00Z,2016-04-06T20:24:13Z,NA
2016-04-06T12:00:00Z,2016-04-06T21:24:13Z,NA
2016-04-06T13:00:00Z,2016-04-06T22:24:13Z,NA
2016-04-06T14:00:00Z,2016-04-06T23:24:13Z,NA
2016-04-06T15:00:00Z,2016-04-07T00:24:29Z,NA
2016-04-06T16:00:00Z,2016-04-07T01:24:29Z,NA
2016-04-06T17:00:00Z,2016-04-07T02:24:29Z,NA
2016-04-06T18:00:00Z,2016-04-07T03:24:29Z,NA
2016-04-06T19:00:00Z,2016-04-07T04:24:29Z,NA
2016-04-06T20:00:00Z,2016-04-07T05:24:29Z,NA
2016-04-06T21:00:00Z,2016-04-07T06:24:29Z,NA
2016-04-06T22:00:00Z,2016-04-07T07:24:29Z,NA
2016-04-06T23:00:00Z,2016-04-07T08:24:29Z,NA
2016-04-07T00:00:00Z,2016-04-07T09:24:29Z,NA
2016-04-07T01:00:00Z,2016-04-07T10:24:29Z,NA
2016-04-07T02:00:00Z,2016-04-07T11:24:29Z,NA
2016-04-07T03:00:00Z,2016-04-07T12:24:29Z,NA
2016-04-07T04:00:00Z,2016-04-07T13:24:29Z,NA
2016-04-07T05:00:00Z,2016-04-07T14:24:29Z,NA
2016-04-07T06:00:00Z,2016-04-07T15:24:29Z,NA
2016-04-07T07:00:00Z,2016-04-07T16:24:29Z,NA
2016-04-07T08:00:00Z,2016-04-07T17:24:29Z,NA
2016-04-07T09:00:00Z,2016-04-07T18:24:29Z,NA
2016-04-07T10:00:00Z,2016-04-07T19:24:29Z,NA
2016-04-07T11:00:00Z,2016-04-07T20:24:29Z,NA
2016-04-07T12:00:00Z,2016-04-07T21:24:29Z,NA
2016-04-07T13:00:00Z,2016-04-07T22:24:29Z,NA
2016-04-07T14:00:00Z,2016-04-07T23:24:29Z,NA
2016-04-07T15:00:00Z,2016-04-08T00:24:45Z,NA
2016-04-07T16:00:00Z,2016-04-08T01:24:45Z,NA
2016-04-07T17:00:00Z,2016-04-08T02:24:45Z,NA
2016-04-07T18:00:00Z,2016-04-08T03:24:45Z,NA
2016-04-07T19:00:00Z,2016-04-08T04:24:45Z,NA
2016-04-07T20:00:00Z,2016-04-08T05:24:45Z,NA
2016-04-07T21:00:00Z,2016-04-08T06:24:45Z,NA
2016-04-07T22:00:00Z,2016-04-08T07:24:45Z,NA
2016-04-07T23:00:00Z,2016-04-08T08:24:45Z,NA
2016-04-08T00:00:00Z,2016-04-08T09:24:45Z,NA
2016-04-08T01:00:00Z,2016-04-08T10:24:45Z,NA
2016-04-08T02:00:00Z,2016-04-08T11:24:45Z,NA
2016-04-08T03:00:00Z,2016-04-08T12:24:45Z,NA
2016-04-08T04:00:00Z,2016-04-08T13:24:45Z,NA
2016-04-08T05:00:00Z,2016-04-08T14:24:45Z,NA
2016-04-08T06:00:00Z,2016-04-08T15:24:45Z,NA
2016-04-08T07:00:00Z,2016-04-08T16:24:45Z,NA
2016-04-08T08:00:00Z,2016-04-08T17:24:45Z,NA
2016-04-08T09:00:00Z,2016-04-08T18:24:45Z,NA
2016-04-08T10:00:00Z,2016-04-08T19:24:45Z,NA
2016-04-08T11:00:00Z,2016-04-08T20:24:45Z,NA
2016-04-08T12:00:00Z,2016-04-08T21:24:45Z,NA
2016-04-08T13:00:00Z,2016-04-08T22:24:45Z,NA
2016-04-08T14:00:00Z,2016-04-08T23:24:45Z,NA
2016-04-08T15:00:00Z,2016-04-09T00:25:01Z,NA
2016-04-08T16:00:00Z,2016-04-09T01:25:01Z,NA
2016-04-08T17:00:00Z,2016-04-09T02:25:01Z,NA
2016-04-08T18:00:00Z,2016-04-09T03:25:01Z,NA
2016-04-08T19:00:00Z,2016-04-09T04:25:01Z,NA
2016-04-08T20:00:00Z,2016-04-09T05:25:01Z,NA
2016-04-08T21:00:00Z,2016-04-09T06:25:01Z,NA
2016-04-08T22:00:00Z,2016-04-09T07:25:01Z,NA
2016-04-08T23:00:00Z,2016-04-09T08:25:01Z,NA
2016-04-09T00:00:00Z,2016-04-09T09:25:01Z,NA
2016-04-09T01:00:00Z,2016-04-09T10:25:01Z,NA
2016-04-09T02:00:00Z,2016-04-09T11:25:01Z,NA
2016-04-09T03:00:00Z,2016-04-09T12:25:01Z,NA
2016-04-09T04:00:00Z,2016-04-09T13:25:01Z,NA
2016-04-09T05:00:00Z,2016-04-09T14:25:01Z,NA
2016-04-09T06:00:00Z,2016-04-09T15:25:01Z,NA
2016-04-09T07:00:00Z,2016-04-09T16:25:01Z,NA
2016-04-09T08:00:00Z,2016-04-09T17:25:01Z,NA
2016-04-09T09:00:00Z,2016-04-09T18:25:01Z,NA
2016-04-09T10:00:00Z,2016-04-09T19:25:01Z,NA
2016-04-09T11:00:00Z,2016-04-09T20:25:01Z,NA
2016-04-09T12:00:00Z,2016-04-09T21:25:01Z,NA
2016-04-09T13:00:00Z,2016-04-09T22:25:01Z,NA
2016-04-09T14:00:00Z,2016-04-09T23:25:01Z,NA
2016-04-09T15:00:00Z,2016-04-10T00:25:17Z,NA
2016-04-09T16:00:00Z,2016-04-10T01:25:17Z,NA
2016-04-09T17:00:00Z,2016-04-10T02:25:17Z,NA
2016-04-09T18:00:00Z,2016-04-10T03:25:17Z,NA
2016-04-09T19:00:00Z,2016-04-10T04:25:17Z,NA
2016-04-09T20:00:00Z,2016-04-10T05:25:17Z,NA
2016-04-09T21:00:00Z,2016-04-10T06:25:17Z,NA
2016-04-09T22:00:00Z,2016-04-10T07:25:17Z,NA
2016-04-09T23:00:00Z,2016-04-10T08:25:17Z,NA
2016-04-10T00:00:00Z,2016-04-10T09:25:17Z,NA
2016-04-10T01:00:00Z,2016-04-10T10:25:17Z,NA
2016-04-10T02:00:00Z,2016-04-10T11:25:17Z,NA
2016-04-10T03:00:00Z,2016-04-10T12:25:17Z,NA
2016-04-10T04:00:00Z,2016-04-10T13:25:17Z,NA
2016-04-10T05:00:00Z,2016-04-10T14:25:17Z,NA
2016-04-10T06:00:00Z,2016-04-10T15:25:17Z,NA
2016-04-10T07:00:00Z,2016-04-10T16:25:17Z,NA
2016-04-10T08:00:00Z,2016-04-10T17:25:17Z,NA
2016-04-10T09:00:00Z,2016-04-10T18:25:17Z,NA
2016-04-10T10:00:00Z,2016-04-10T19:25:17Z,NA
2016-04-10T11:00:00Z,2016-04-10T20:25:17Z,NA
2016-04-10T12:00:00Z,2016-04-10T21:25:17Z,NA
2016-04-10T13:00:00Z,2016-04-10T22:25:17Z,NA
2016-04-10T14:00:00Z,2016-04-10T23:25:17Z,NA
2016-04-10T15:00:00Z,2016-04-11T00:25:32Z,NA
2016-04-10T16:00:00Z,2016-04-11T01:25:32Z,NA
2016-04-10T17:00:00Z,2016-04-11T02:25:32Z,NA
2016-04-10T18:00:00Z,2016-04-11T03:25:32Z,NA
2016-04-10T19:00:00Z,2016-04-11T04:25:32Z,NA
2016-04-10T20:00:00Z,2016-04-11T05:25:32Z,NA
2016-04-10T21:00:00Z,2016-04-11T06:25:32Z,NA
2016-04-10T22:00:00Z,2016-04-11T07:25:32Z,NA
2016-04-10T23:00:00Z,2016-04-11T08:25:32Z,NA
2016-04-11T00:00:00Z,2016-04-11T09:25:32Z,NA
2016-04-11T01:00:00Z,2016-04-11T10:25:32Z,NA
2016-04-11T02:00:00Z,2016-04-11T11:25:32Z,NA
2016-04-11T03:00:00Z,2016-04-11T12:25:32Z,NA
2016-04-11T04:00:00Z,2016-04-11T13:25:32Z,NA
2016-04-11T05:00:00Z,2016-04-11T14:25:32Z,NA
2016-04-11T06:00:00Z,2016-04-11T15:25:32Z,NA
2016-04-11T07:00:00Z,2016-04-11T16:25:32Z,NA
2016-04-11T08:00:00Z,2016-04-11T17:25:32Z,NA
2016-04-11T09:00:00Z,2016-04-11T18:25:32Z,NA
2016-04-11T10:00:00Z,2016-04-11T19:25:32Z,NA
2016-04-11T11:00:00Z,2016-04-11T20:25:32Z,NA
2016-04-11T12:00:00Z,2016-04-11T21:25:32Z,NA
2016-04-11T13:00:00Z,2016-04-11T22:25:32Z,NA
2016-04-11T14:00:00Z,2016-04-11T23:25:32Z,NA
2016-04-11T15:00:00Z,2016-04-12T00:25:47Z,NA
2016-04-11T16:00:00Z,2016-04-12T01:25:47Z,NA
2016-04-11T17:00:00Z,2016-04-12T02:25:47Z,NA
2016-04-11T18:00:00Z,2016-04-12T03:25:47Z,NA
2016-04-11T19:00:00Z,2016-04-12T04:25:47Z,NA
2016-04-11T20:00:00Z,2016-04-12T05:25:47Z,NA
2016-04-11T21:00:00Z,2016-04-12T06:25:47Z,NA
2016-04-11T22:00:00Z,2016-04-12T07:25:47Z,NA
2016-04-11T23:00:00Z,2016-04-12T08:25:47Z,NA
2016-04-12T00:00:00Z,2016-04-12T09:25:47Z,NA
2016-04-12T01:00:00Z,2016-04-12T10:25:47Z,NA
2016-04-12T02:00:00Z,2016-04-12T11:25:47Z,NA
2016-04-12T03:00:00Z,2016-04-12T12:25:47Z,NA
2016-04-12T04:00:00Z,2016-04-12T13:25:47Z,NA
2016-04-12T05:00:00Z,2016-04-12T14:25:47Z,NA
2016-04-12T06:00:00Z,2016-04-12T15:25:47Z,NA
2016-04-12T07:00:00Z,2016-04-12T16:25:47Z,NA
2016-04-12T08:00:00Z,2016-04-12T17:25:47Z,NA
2016-04-12T09:00:00Z,2016-04-12T18:25:47Z,NA
2016-04-12T10:00:00Z,2016-04-12T19:25:47Z,NA
2016-04-12T11:00:00Z,2016-04-12T20:25:47Z,NA
2016-04-12T12:00:00Z,2016-04-12T21:25:47Z,NA
2016-04-12T13:00:00Z,2016-04-12T22:25:47Z,NA
2016-04-12T14:00:00Z,2016-04-12T23:25:47Z,NA
2016-04-12T15:00:00Z,2016-04-13T00:26:01Z,NA
2016-04-12T16:00:00Z,2016-04-13T01:26:01Z,NA
2016-04-12T17:00:00Z,2016-04-13T02:26:01Z,NA
2016-04-12T18:00:00Z,2016-04-13T03:26:01Z,NA
2016-04-12T19:00:00Z,2016-04-13T04:26:01Z,NA
2016-04-12T20:00:00Z,2016-04-13T05:26:01Z,NA
2016-04-12T21:00:00Z,2016-04-13T06:26:01Z,NA
2016-04-12T22:00:00Z,2016-04-13T07:26:01Z,NA
2016-04-12T23:00:00Z,2016-04-13T08:26:01Z,NA
2016-04-13T00:00:00Z,2016-04-13T09:26:01Z,NA
2016-04-13T01:00:00Z,2016-04-13T10:26:01Z,NA
2016-04-13T02:00:00Z,2016-04-13T11:26:01Z,NA
2016-04-13T03:00:00Z,2016-04-13T12:26:01Z,NA
2016-04-13T04:00:00Z,2016-04-13T13:26:01Z,NA
2016-04-13T05:00:00Z,2016-04-13T14:26:01Z,NA
2016-04-13T06:00:00Z,2016-04-13T15:26:01Z,NA
2016-04-13T07:00:00Z,2016-04-13T16:26:01Z,NA
2016-04-13T08:00:00Z,2016-04-13T17:26:01Z,NA
2016-04-13T09:00:00Z,2016-04-13T18:26:01Z,NA
2016-04-13T10:00:00Z,2016-04-13T19:26:01Z,NA
2016-04-13T11:00:00Z,2016-04-13T20:26:01Z,NA
2016-04-13T12:00:00Z,2016-04-13T21:26:01Z,NA
2016-04-13T13:00:00Z,2016-04-13T22:26:01Z,NA
2016-04-13T14:00:00Z,2016-04-13T23:26:01Z,NA
2016-04-13T15:00:00Z,2016-04-14T00:26:15Z,NA
2016-04-13T16:00:00Z,2016-04-14T01:26:15Z,NA
2016-04-13T17:00:00Z,2016-04-14T02:26:15Z,NA
2016-04-13T18:00:00Z,2016-04-14T03:26:15Z,NA
2016-04-13T19:00:00Z,2016-04-14T04:26:15Z,NA
2016-04-13T20:00:00Z,2016-04-14T05:26:15Z,NA
2016-04-13T21:00:00Z,2016-04-14T06:26:15Z,NA
2016-04-13T22:00:00Z,2016-04-14T07:26:15Z,NA
2016-04-13T23:00:00Z,2016-04-14T08:26:15Z,NA
2016-04-14T00:00:00Z,2016-04-14T09:26:15Z,NA
2016-04-14T01:00:00Z,2016-04-14T10:26:15Z,NA
2016-04-14T02:00:00Z,2016-04-14T11:26:15Z,NA
2016-04-14T03:00:00Z,2016-04-14T12:26:15Z,NA
2016-04-14T04:00:00Z,2016-04-14T13:26:15Z,NA
2016-04-14T05:00:00Z,2016-04-14T14:26:15Z,NA
2016-04-14T06:00:00Z,2016-04-14T15:26:15Z,NA
2016-04-14T07:00:00Z,2016-04-14T16:26:15Z,NA
2016-04-14T08:00:00Z,2016-04-14T17:26:15Z,NA
2016-04-14T09:00:00Z,2016-04-14T18:26:15Z,NA
2016-04-14T10:00:00Z,2016-04-14T19:26:15Z,NA
2016-04-14T11:00:00Z,2016-04-14T20:26:15Z,NA
2016-04-14T12:00:00Z,2016-04-14T21:26:15Z,NA
2016-04-14T13:00:00Z,2016-04-14T22:26:15Z,NA
2016-04-14T14:00:00Z,2016-04-14T23:26:15Z,NA
2016-04-14T15:00:00Z,2016-04-15T00:26:29Z,NA
2016-04-14T16:00:00Z,2016-04-15T01:26:29Z,NA
2016-04-14T17:00:00Z,2016-04-15T02:26:29Z,NA
2016-04-14T18:00:00Z,2016-04-15T03:26:29Z,NA
2016-04-14T19:00:00Z,2016-04-15T04:26:29Z,NA
2016-04-14T20:00:00Z,2016-04-15T05:26:29Z,NA
2016-04-14T21:00:00Z,2016-04-15T06:26:29Z,NA
2016-04-14T22:00:00Z,2016-04-15T07:26:29Z,NA
2016-04-14T23:00:00Z,2016-04-15T08:26:29Z,NA
2016-04-15T00:00:00Z,2016-04-15T09:26:29Z,NA
2016-04-15T01:00:00Z,2016-04-15T10:26:29Z,NA
2016-04-15T02:00:00Z,2016-04-15T11:26:29Z,NA
2016-04-15T03:00:00Z,2016-04-15T12:26:29Z,NA
2016-04-15T04:00:00Z,2016-04-15T13:26:29Z,NA
2016-04-15T05:00:00Z,2016-04-15T14:26:29Z,NA
2016-04-15T06:00:00Z,2016-04-15T15:26:29Z,NA
2016-04-15T07:00:00Z,2016-04-15T16:26:29Z,NA
2016-04-15T08:00:00Z,2016-04-15T17:26:29Z,NA
2016-04-15T09:00:00Z,2016-04-15T18:26:29Z,NA
2016-04-15T10:00:00Z,2016-04-15T19:26:29Z,NA
2016-04-15T11:00:00Z,2016-04-15T20:26:29Z,NA
2016-04-15T12:00:00Z,2016-04-15T21:26:29Z,NA
2016-04-15T13:00:00Z,2016-04-15T22:26:29Z,NA
2016-04-15T14:00:00Z,2016-04-15T23:26:29Z,NA
2016-04-15T15:00:00Z,2016-04-16T00:26:42Z,NA
2016-04-15T16:00:00Z,2016-04-16T01:26:42Z,NA
2016-04-15T17:00:00Z,2016-04-16T02:26:42Z,NA
2016-04-15T18:00:00Z,2016-04-16T03:26:42Z,NA
2016-04-15T19:00:00Z,2016-04-16T04:26:42Z,NA
2016-04-15T20:00:00Z,2016-04-16T05:26:42Z,NA
2016-04-15T21:00:00Z,2016-04-16T06:26:42Z,NA
2016-04-15T22:00:00Z,2016-04-16T07:26:42Z,NA
2016-04-15T23:00:00Z,2016-04-16T08:26:42Z,NA
2016-04-16T00:00:00Z,2016-04-16T09:26:42Z,NA
2016-04-16T01:00:00Z,2016-04-16T10:26:42Z,NA
2016-04-16T02:00:00Z,2016-04-16T11:26:42Z,NA
2016-04-16T03:00:00Z,2016-04-16T12:26:42Z,NA
2016-04-16T04:00:00Z,2016-04-16T13:26:42Z,NA
2016-04-16T05:00:00Z,2016-04-16T14:26:42Z,NA
2016-04-16T06:00:00Z,2016-04-16T15:26:42Z,NA
2016-04-16T07:00:00Z,2016-04-16T16:26:42Z,NA
2016-04-16T08:00:00Z,2016-04-16T17:26:42Z,NA
2016-04-16T09:00:00Z,2016-04-16T18:26:42Z,NA
2016-04-16T10:00:00Z,2016-04-16T19:26:42Z,NA
2016-04-16T11:00:00Z,2016-04-16T20:26:42Z,NA
2016-04-16T12:00:00Z,2016-04-16T21:26:42Z,NA
2016-04-16T13:00:00Z,2016-04-16T22:26:42Z,NA
2016-04-16T14:00:00Z,2016-04-16T23:26:42Z,NA
2016-04-16T15:00:00Z,2016-04-17T00:26:55Z,NA
2016-04-16T16:00:00Z,2016-04-17T01:26:55Z,NA
2016-04-16T17:00:00Z,2016-04-17T02:26:55Z,NA
2016-04-16T18:00:00Z,2016-04-17T03:26:55Z,NA
2016-04-16T19:00:00Z,2016-04-17T04:26:55Z,NA
2016-04-16T20:00:00Z,2016-04-17T05:26:55Z,NA
2016-04-16T21:00:00Z,2016-04-17T06:26:55Z,NA
2016-04-16T22:00:00Z,2016-04-17T07:26:55Z,NA
2016-04-16T23:00:00Z,2016-04-17T08:26:55Z,NA
2016-04-17T00:00:00Z,2016-04-17T09:26:55Z,NA
2016-04-17T01:00:00Z,2016-04-17T10:26:55Z,NA
2016-04-17T02:00:00Z,2016-04-17T11:26:55Z,NA
2016-04-17T03:00:00Z,2016-04-17T12:26:55Z,NA
2016-04-17T04:00:00Z,2016-04-17T13:26:55Z,NA
2016-04-17T05:00:00Z,2016-04-17T14:26:55Z,NA
2016-04-17T06:00:00Z,2016-04-17T15:26:55Z,NA
2016-04-17T07:00:00Z,2016-04-17T16:26:55Z,NA
2016-04-17T08:00:00Z,2016-04-17T17:26:55Z,NA
2016-04-17T09:00:00Z,2016-04-17T18:26:55Z,NA
2016-04-17T10:00:00Z,2016-04-17T19:26:55Z,NA
2016-04-17T11:00:00Z,2016-04-17T20:26:55Z,NA
2016-04-17T12:00:00Z,2016-04-17T21:26:55Z,NA
2016-04-17T13:00:00Z,2016-04-17T22:26:55Z,NA
2016-04-17T14:00:00Z,2016-04-17T23:26:55Z,NA
2016-04-17T15:00:00Z,2016-04-18T00:27:07Z,NA
2016-04-17T16:00:00Z,2016-04-18T01:27:07Z,NA
2016-04-17T17:00:00Z,2016-04-18T02:27:07Z,NA
2016-04-17T18:00:00Z,2016-04-18T03:27:07Z,NA
2016-04-17T19:00:00Z,2016-04-18T04:27:07Z,NA
2016-04-17T20:00:00Z,2016-04-18T05:27:07Z,NA
2016-04-17T21:00:00Z,2016-04-18T06:27:07Z,NA
2016-04-17T22:00:00Z,2016-04-18T07:27:07Z,NA
2016-04-17T23:00:00Z,2016-04-18T08:27:07Z,NA
2016-04-18T00:00:00Z,2016-04-18T09:27:07Z,NA
2016-04-18T01:00:00Z,2016-04-18T10:27:07Z,NA
2016-04-18T02:00:00Z,2016-04-18T11:27:07Z,NA
2016-04-18T03:00:00Z,2016-04-18T12:27:07Z,NA
2016-04-18T04:00:00Z,2016-04-18T13:27:07Z,NA
